task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
13,0.9285714285714286,"['Drive car to gas station', 'Pull into gas lane', 'Get out of car', 'Pay for gas at pump', 'Remove gas cap', 'Put gas nozzle into car', 'Push gas choice on pump', 'Pull lever on nozzle', 'Fuel into car until nozzle click', 'Remove nozzle from car', 'Put nozzle back into pump', 'Put gas cap back on', 'Get back in car']","['Fuel into car until nozzle click', 'Drive away']",Drive away,1
0,0.0,[],"['Place fuel pump back on the fueling station', 'Park car in front of a fueling station']",Park car in front of a fueling station,1
1,0.14285714285714285,['Park car in front of a fueling station'],"['Insert fuel pump into the gas tank of your car', 'Pay for fuel']",Pay for fuel,1
2,0.2857142857142857,"['Park car in front of a fueling station', 'Pay for fuel']","['Pull lever to begin fueling your car', 'Select quality of fuel']",Select quality of fuel,1
3,0.42857142857142855,"['Park car in front of a fueling station', 'Pay for fuel', 'Select quality of fuel']","['Park car in front of a fueling station', 'Insert fuel pump into the gas tank of your car']",Insert fuel pump into the gas tank of your car,1
4,0.5714285714285714,"['Park car in front of a fueling station', 'Pay for fuel', 'Select quality of fuel', 'Insert fuel pump into the gas tank of your car']","['Pay for fuel', 'Pull lever to begin fueling your car']",Pull lever to begin fueling your car,1
5,0.7142857142857143,"['Park car in front of a fueling station', 'Pay for fuel', 'Select quality of fuel', 'Insert fuel pump into the gas tank of your car', 'Pull lever to begin fueling your car']","['Park car in front of a fueling station', 'When finished pull fuel pump lever again to stop fueling']",When finished pull fuel pump lever again to stop fueling,1
6,0.8571428571428571,"['Park car in front of a fueling station', 'Pay for fuel', 'Select quality of fuel', 'Insert fuel pump into the gas tank of your car', 'Pull lever to begin fueling your car', 'When finished pull fuel pump lever again to stop fueling']","['Place fuel pump back on the fueling station', 'Pay for fuel']",Place fuel pump back on the fueling station,0
0,0.0,[],"['Close gas tank', 'Go to the gas station']",Go to the gas station,1
1,0.08333333333333333,['Go to the gas station'],"['Park by the pump', 'Get in car and go home']",Park by the pump,0
2,0.16666666666666666,"['Go to the gas station', 'Park by the pump']","['Open up your gas tank', 'Close gas tank']",Open up your gas tank,0
3,0.25,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank']","['Scan card in machine', 'Hold down until tank is full']",Scan card in machine,0
4,0.3333333333333333,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine']","['Hold down until tank is full', 'Select credit']",Select credit,1
5,0.4166666666666667,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine', 'Select credit']","['Hold down until tank is full', 'Select fuel type']",Select fuel type,1
6,0.5,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine', 'Select credit', 'Select fuel type']","['Get in car and go home', 'Put nozzle in gas tank']",Put nozzle in gas tank,1
7,0.5833333333333334,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine', 'Select credit', 'Select fuel type', 'Put nozzle in gas tank']","['Hold down until tank is full', 'Select credit']",Hold down until tank is full,0
8,0.6666666666666666,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine', 'Select credit', 'Select fuel type', 'Put nozzle in gas tank', 'Hold down until tank is full']","['Close gas tank', 'Remove nozzle']",Remove nozzle,1
9,0.75,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine', 'Select credit', 'Select fuel type', 'Put nozzle in gas tank', 'Hold down until tank is full', 'Remove nozzle']","['Put back in machine', 'Park by the pump']",Put back in machine,0
10,0.8333333333333334,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine', 'Select credit', 'Select fuel type', 'Put nozzle in gas tank', 'Hold down until tank is full', 'Remove nozzle', 'Put back in machine']","['Close gas tank', 'Go to the gas station']",Close gas tank,0
11,0.9166666666666666,"['Go to the gas station', 'Park by the pump', 'Open up your gas tank', 'Scan card in machine', 'Select credit', 'Select fuel type', 'Put nozzle in gas tank', 'Hold down until tank is full', 'Remove nozzle', 'Put back in machine', 'Close gas tank']","['Get in car and go home', 'Select fuel type']",Get in car and go home,0
0,0.0,[],"['Replace fuel nozzle to gas pump.', 'Locate a fueling station.']",Locate a fueling station.,1
1,0.09090909090909091,['Locate a fueling station.'],"['Remove gas cap on car.', 'Drive up to a pump on the same side as gas tank.']",Drive up to a pump on the same side as gas tank.,1
2,0.18181818181818182,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.']","['Remove gas cap on car.', 'Place fuel nozzle into gas tank on car.']",Remove gas cap on car.,0
3,0.2727272727272727,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.']","['Start the pump.', 'Select which fuel to use.']",Select which fuel to use.,1
4,0.36363636363636365,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.', 'Select which fuel to use.']","['Remove fuel nozzle from fuel station gas tank', 'Replace fuel nozzle to gas pump.']",Remove fuel nozzle from fuel station gas tank,0
5,0.45454545454545453,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.', 'Select which fuel to use.', 'Remove fuel nozzle from fuel station gas tank']","['Place fuel nozzle into gas tank on car.', 'Go inside fuel station to pay clerk for fuel.']",Place fuel nozzle into gas tank on car.,0
6,0.5454545454545454,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.', 'Select which fuel to use.', 'Remove fuel nozzle from fuel station gas tank', 'Place fuel nozzle into gas tank on car.']","['Replace fuel nozzle to gas pump.', 'Start the pump.']",Start the pump.,1
7,0.6363636363636364,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.', 'Select which fuel to use.', 'Remove fuel nozzle from fuel station gas tank', 'Place fuel nozzle into gas tank on car.', 'Start the pump.']","['Allow fuel to dispense till it auto stops', 'Select which fuel to use.']",Allow fuel to dispense till it auto stops,0
8,0.7272727272727273,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.', 'Select which fuel to use.', 'Remove fuel nozzle from fuel station gas tank', 'Place fuel nozzle into gas tank on car.', 'Start the pump.', 'Allow fuel to dispense till it auto stops']","['Go inside fuel station to pay clerk for fuel.', 'Replace fuel nozzle to gas pump.']",Replace fuel nozzle to gas pump.,1
9,0.8181818181818182,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.', 'Select which fuel to use.', 'Remove fuel nozzle from fuel station gas tank', 'Place fuel nozzle into gas tank on car.', 'Start the pump.', 'Allow fuel to dispense till it auto stops', 'Replace fuel nozzle to gas pump.']","['Select which fuel to use.', 'Replace the cap on car fuel tank.']",Replace the cap on car fuel tank.,1
10,0.9090909090909091,"['Locate a fueling station.', 'Drive up to a pump on the same side as gas tank.', 'Remove gas cap on car.', 'Select which fuel to use.', 'Remove fuel nozzle from fuel station gas tank', 'Place fuel nozzle into gas tank on car.', 'Start the pump.', 'Allow fuel to dispense till it auto stops', 'Replace fuel nozzle to gas pump.', 'Replace the cap on car fuel tank.']","['Allow fuel to dispense till it auto stops', 'Go inside fuel station to pay clerk for fuel.']",Go inside fuel station to pay clerk for fuel.,1
0,0.0,[],"['pump gas', 'pulling into a gas station']",pulling into a gas station,1
1,0.1111111111111111,['pulling into a gas station'],"['close gas tank', 'getting out of car']",getting out of car,1
2,0.2222222222222222,"['pulling into a gas station', 'getting out of car']","['opening gas tank', 'put gas trigger back']",opening gas tank,0
3,0.3333333333333333,"['pulling into a gas station', 'getting out of car', 'opening gas tank']","['put gas trigger back', 'swiping credit card at pump']",swiping credit card at pump,1
4,0.4444444444444444,"['pulling into a gas station', 'getting out of car', 'opening gas tank', 'swiping credit card at pump']","['pulling into a gas station', 'putting pump into gas tank']",putting pump into gas tank,1
5,0.5555555555555556,"['pulling into a gas station', 'getting out of car', 'opening gas tank', 'swiping credit card at pump', 'putting pump into gas tank']","['holding trigger to pump gas', 'put gas trigger back']",holding trigger to pump gas,0
6,0.6666666666666666,"['pulling into a gas station', 'getting out of car', 'opening gas tank', 'swiping credit card at pump', 'putting pump into gas tank', 'holding trigger to pump gas']","['pump gas', 'opening gas tank']",pump gas,0
7,0.7777777777777778,"['pulling into a gas station', 'getting out of car', 'opening gas tank', 'swiping credit card at pump', 'putting pump into gas tank', 'holding trigger to pump gas', 'pump gas']","['opening gas tank', 'put gas trigger back']",put gas trigger back,1
8,0.8888888888888888,"['pulling into a gas station', 'getting out of car', 'opening gas tank', 'swiping credit card at pump', 'putting pump into gas tank', 'holding trigger to pump gas', 'pump gas', 'put gas trigger back']","['swiping credit card at pump', 'close gas tank']",close gas tank,1
0,0.0,[],"['Go to gas station', 'Add gas to the vehicle']",Go to gas station,0
1,0.1111111111111111,['Go to gas station'],"['Pop open gas cap', 'Close gas cap']",Pop open gas cap,0
2,0.2222222222222222,"['Go to gas station', 'Pop open gas cap']","['Grab pump', 'Put money in gas pump']",Put money in gas pump,1
3,0.3333333333333333,"['Go to gas station', 'Pop open gas cap', 'Put money in gas pump']","['Pay for gas', 'Go to gas station']",Pay for gas,0
4,0.4444444444444444,"['Go to gas station', 'Pop open gas cap', 'Put money in gas pump', 'Pay for gas']","['Grab pump', 'Hang up the pump when finished']",Grab pump,0
5,0.5555555555555556,"['Go to gas station', 'Pop open gas cap', 'Put money in gas pump', 'Pay for gas', 'Grab pump']","['Put money in gas pump', 'Put pump into car']",Put pump into car,1
6,0.6666666666666666,"['Go to gas station', 'Pop open gas cap', 'Put money in gas pump', 'Pay for gas', 'Grab pump', 'Put pump into car']","['Pop open gas cap', 'Add gas to the vehicle']",Add gas to the vehicle,1
7,0.7777777777777778,"['Go to gas station', 'Pop open gas cap', 'Put money in gas pump', 'Pay for gas', 'Grab pump', 'Put pump into car', 'Add gas to the vehicle']","['Put money in gas pump', 'Hang up the pump when finished']",Hang up the pump when finished,1
8,0.8888888888888888,"['Go to gas station', 'Pop open gas cap', 'Put money in gas pump', 'Pay for gas', 'Grab pump', 'Put pump into car', 'Add gas to the vehicle', 'Hang up the pump when finished']","['Close gas cap', 'Go to gas station']",Close gas cap,0
0,0.0,[],"['Go to a filling station', 'Take change if any']",Go to a filling station,0
1,0.1111111111111111,['Go to a filling station'],"['Park the car next to the pump', 'Start the car']",Park the car next to the pump,0
2,0.2222222222222222,"['Go to a filling station', 'Park the car next to the pump']","['Take change if any', 'Switch off the ignition']",Switch off the ignition,1
3,0.3333333333333333,"['Go to a filling station', 'Park the car next to the pump', 'Switch off the ignition']","['Give the money to the attendant', 'Press the fuel cap button to open the fuel cap']",Press the fuel cap button to open the fuel cap,1
4,0.4444444444444444,"['Go to a filling station', 'Park the car next to the pump', 'Switch off the ignition', 'Press the fuel cap button to open the fuel cap']","['Tell the attendant to fill gas as much as desired', 'Take change if any']",Tell the attendant to fill gas as much as desired,0
5,0.5555555555555556,"['Go to a filling station', 'Park the car next to the pump', 'Switch off the ignition', 'Press the fuel cap button to open the fuel cap', 'Tell the attendant to fill gas as much as desired']","['Switch off the ignition', 'Take out money']",Take out money,1
6,0.6666666666666666,"['Go to a filling station', 'Park the car next to the pump', 'Switch off the ignition', 'Press the fuel cap button to open the fuel cap', 'Tell the attendant to fill gas as much as desired', 'Take out money']","['Go to a filling station', 'Give the money to the attendant']",Give the money to the attendant,1
7,0.7777777777777778,"['Go to a filling station', 'Park the car next to the pump', 'Switch off the ignition', 'Press the fuel cap button to open the fuel cap', 'Tell the attendant to fill gas as much as desired', 'Take out money', 'Give the money to the attendant']","['Switch off the ignition', 'Take change if any']",Take change if any,1
8,0.8888888888888888,"['Go to a filling station', 'Park the car next to the pump', 'Switch off the ignition', 'Press the fuel cap button to open the fuel cap', 'Tell the attendant to fill gas as much as desired', 'Take out money', 'Give the money to the attendant', 'Take change if any']","['Start the car', 'Tell the attendant to fill gas as much as desired']",Start the car,0
0,0.0,[],"['Get near to the car', 'Buy the fuel']",Buy the fuel,1
1,0.2,['Buy the fuel'],"['Pour the fuel into tank', 'Get near to the car']",Get near to the car,1
2,0.4,"['Buy the fuel', 'Get near to the car']","['Close the fuel tank', 'Open the fuel tank']",Open the fuel tank,1
3,0.6,"['Buy the fuel', 'Get near to the car', 'Open the fuel tank']","['Pour the fuel into tank', 'Buy the fuel']",Pour the fuel into tank,0
4,0.8,"['Buy the fuel', 'Get near to the car', 'Open the fuel tank', 'Pour the fuel into tank']","['Get near to the car', 'Close the fuel tank']",Close the fuel tank,1
0,0.0,[],"['Put nozzle in gas tank.', 'Go to a gas station.']",Go to a gas station.,1
1,0.14285714285714285,['Go to a gas station.'],"['Pull up to a pump with the gas tank on the side closest to pump.', 'Depress handle on nozzle.']",Pull up to a pump with the gas tank on the side closest to pump.,0
2,0.2857142857142857,"['Go to a gas station.', 'Pull up to a pump with the gas tank on the side closest to pump.']","['Open gas tank.', 'Pay for gas.']",Open gas tank.,0
3,0.42857142857142855,"['Go to a gas station.', 'Pull up to a pump with the gas tank on the side closest to pump.', 'Open gas tank.']","['Go to a gas station.', 'Put nozzle in gas tank.']",Put nozzle in gas tank.,1
4,0.5714285714285714,"['Go to a gas station.', 'Pull up to a pump with the gas tank on the side closest to pump.', 'Open gas tank.', 'Put nozzle in gas tank.']","['Depress handle on nozzle.', 'Pull up to a pump with the gas tank on the side closest to pump.']",Depress handle on nozzle.,0
5,0.7142857142857143,"['Go to a gas station.', 'Pull up to a pump with the gas tank on the side closest to pump.', 'Open gas tank.', 'Put nozzle in gas tank.', 'Depress handle on nozzle.']","['Pull up to a pump with the gas tank on the side closest to pump.', 'Keep filling to tank is full.']",Keep filling to tank is full.,1
6,0.8571428571428571,"['Go to a gas station.', 'Pull up to a pump with the gas tank on the side closest to pump.', 'Open gas tank.', 'Put nozzle in gas tank.', 'Depress handle on nozzle.', 'Keep filling to tank is full.']","['Pay for gas.', 'Pull up to a pump with the gas tank on the side closest to pump.']",Pay for gas.,0
0,0.0,[],"['Park in front of gas pump', 'Drive to gas station']",Drive to gas station,1
1,0.07692307692307693,['Drive to gas station'],"['Pick up pump', 'Park in front of gas pump']",Park in front of gas pump,1
2,0.15384615384615385,"['Drive to gas station', 'Park in front of gas pump']","['Get out of car', 'Get in car']",Get out of car,0
3,0.23076923076923078,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car']","['Get in car', 'Go in station']",Go in station,1
4,0.3076923076923077,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station']","['Pay cashier for gas', 'Park in front of gas pump']",Pay cashier for gas,0
5,0.38461538461538464,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas']","['Get out of car', 'Go to car']",Go to car,1
6,0.46153846153846156,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas', 'Go to car']","['Pick up pump', 'Pump gas']",Pick up pump,0
7,0.5384615384615384,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas', 'Go to car', 'Pick up pump']","['Drive away', 'Put in gas tank']",Put in gas tank,1
8,0.6153846153846154,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas', 'Go to car', 'Pick up pump', 'Put in gas tank']","['Park in front of gas pump', 'Pump gas']",Pump gas,1
9,0.6923076923076923,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas', 'Go to car', 'Pick up pump', 'Put in gas tank', 'Pump gas']","['Take out pump', 'Drive to gas station']",Take out pump,0
10,0.7692307692307693,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas', 'Go to car', 'Pick up pump', 'Put in gas tank', 'Pump gas', 'Take out pump']","['Close gas tank', 'Park in front of gas pump']",Close gas tank,0
11,0.8461538461538461,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas', 'Go to car', 'Pick up pump', 'Put in gas tank', 'Pump gas', 'Take out pump', 'Close gas tank']","['Pick up pump', 'Get in car']",Get in car,1
12,0.9230769230769231,"['Drive to gas station', 'Park in front of gas pump', 'Get out of car', 'Go in station', 'Pay cashier for gas', 'Go to car', 'Pick up pump', 'Put in gas tank', 'Pump gas', 'Take out pump', 'Close gas tank', 'Get in car']","['Drive away', 'Go in station']",Drive away,0
0,0.0,[],"['Drive to gas station', 'Park near gas pump']",Drive to gas station,0
1,0.125,['Drive to gas station'],"['Park near gas pump', 'Park near gas pump']",Park near gas pump,1
2,0.25,"['Drive to gas station', 'Park near gas pump']","['Put pump nozzle in plug', 'Walk inside and pay attendant']",Walk inside and pay attendant,1
3,0.375,"['Drive to gas station', 'Park near gas pump', 'Walk inside and pay attendant']","['Replace pump nozzle', 'Walk back to car']",Walk back to car,1
4,0.5,"['Drive to gas station', 'Park near gas pump', 'Walk inside and pay attendant', 'Walk back to car']","['Park near gas pump', ""Open car's gas plug""]",Open car's gas plug,1
5,0.625,"['Drive to gas station', 'Park near gas pump', 'Walk inside and pay attendant', 'Walk back to car', ""Open car's gas plug""]","['Replace pump nozzle', 'Put pump nozzle in plug']",Put pump nozzle in plug,1
6,0.75,"['Drive to gas station', 'Park near gas pump', 'Walk inside and pay attendant', 'Walk back to car', ""Open car's gas plug"", 'Put pump nozzle in plug']","['Fill car with gas', 'Drive to gas station']",Fill car with gas,0
7,0.875,"['Drive to gas station', 'Park near gas pump', 'Walk inside and pay attendant', 'Walk back to car', ""Open car's gas plug"", 'Put pump nozzle in plug', 'Fill car with gas']","['Walk back to car', 'Replace pump nozzle']",Replace pump nozzle,1
0,0.0,[],"['Set up pump digitally', 'Drive to gas station']",Drive to gas station,1
1,0.125,['Drive to gas station'],"['Attach pump to fuel hole', 'Set up pump digitally']",Set up pump digitally,1
2,0.25,"['Drive to gas station', 'Set up pump digitally']","['Open fuel hole', 'Place nozzle back on base']",Open fuel hole,0
3,0.375,"['Drive to gas station', 'Set up pump digitally', 'Open fuel hole']","['Drive car', 'Attach pump to fuel hole']",Attach pump to fuel hole,1
4,0.5,"['Drive to gas station', 'Set up pump digitally', 'Open fuel hole', 'Attach pump to fuel hole']","['Set up pump digitally', 'Press trigger to transfer gas']",Press trigger to transfer gas,1
5,0.625,"['Drive to gas station', 'Set up pump digitally', 'Open fuel hole', 'Attach pump to fuel hole', 'Press trigger to transfer gas']","['Place nozzle back on base', 'Set up pump digitally']",Place nozzle back on base,0
6,0.75,"['Drive to gas station', 'Set up pump digitally', 'Open fuel hole', 'Attach pump to fuel hole', 'Press trigger to transfer gas', 'Place nozzle back on base']","['Attach pump to fuel hole', 'Replace top and close']",Replace top and close,1
7,0.875,"['Drive to gas station', 'Set up pump digitally', 'Open fuel hole', 'Attach pump to fuel hole', 'Press trigger to transfer gas', 'Place nozzle back on base', 'Replace top and close']","['Drive car', 'Attach pump to fuel hole']",Drive car,0
0,0.0,[],"['drive to gas station', 'get in car and drive away']",drive to gas station,0
1,0.1111111111111111,['drive to gas station'],"['park in front of gas pump', 'open tank cover on car']",park in front of gas pump,0
2,0.2222222222222222,"['drive to gas station', 'park in front of gas pump']","['pump gas', 'get out of car']",get out of car,1
3,0.3333333333333333,"['drive to gas station', 'park in front of gas pump', 'get out of car']","['pump gas', 'open tank cover on car']",open tank cover on car,1
4,0.4444444444444444,"['drive to gas station', 'park in front of gas pump', 'get out of car', 'open tank cover on car']","['drive to gas station', 'remove nozzle from pump and place in tank']",remove nozzle from pump and place in tank,1
5,0.5555555555555556,"['drive to gas station', 'park in front of gas pump', 'get out of car', 'open tank cover on car', 'remove nozzle from pump and place in tank']","['drive to gas station', 'pump gas']",pump gas,1
6,0.6666666666666666,"['drive to gas station', 'park in front of gas pump', 'get out of car', 'open tank cover on car', 'remove nozzle from pump and place in tank', 'pump gas']","['open tank cover on car', 'when full remove nozzle and replace on pump']",when full remove nozzle and replace on pump,1
7,0.7777777777777778,"['drive to gas station', 'park in front of gas pump', 'get out of car', 'open tank cover on car', 'remove nozzle from pump and place in tank', 'pump gas', 'when full remove nozzle and replace on pump']","['drive to gas station', 'pay for gas']",pay for gas,1
8,0.8888888888888888,"['drive to gas station', 'park in front of gas pump', 'get out of car', 'open tank cover on car', 'remove nozzle from pump and place in tank', 'pump gas', 'when full remove nozzle and replace on pump', 'pay for gas']","['park in front of gas pump', 'get in car and drive away']",get in car and drive away,1
0,0.0,[],"['Drive car to gas station.', 'Open gas tank door.']",Drive car to gas station.,0
1,0.08333333333333333,['Drive car to gas station.'],"['Park next to pump on same side as gas tank door.', 'Pump gas until full or to desired cost point.']",Park next to pump on same side as gas tank door.,0
2,0.16666666666666666,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.']","['Turn off engine.', 'Pump gas until full or to desired cost point.']",Turn off engine.,0
3,0.25,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.']","['Drive away.', 'Slide credit card in pump machine and choose payment options.']",Slide credit card in pump machine and choose payment options.,1
4,0.3333333333333333,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.']","['Drive away.', 'Select grade of fuel you desire.']",Select grade of fuel you desire.,1
5,0.4166666666666667,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.', 'Select grade of fuel you desire.']","['Open gas tank door.', 'Close tank door.']",Open gas tank door.,0
6,0.5,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.', 'Select grade of fuel you desire.', 'Open gas tank door.']","['Turn off engine.', 'Insert gas hose into tank.']",Insert gas hose into tank.,1
7,0.5833333333333334,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.', 'Select grade of fuel you desire.', 'Open gas tank door.', 'Insert gas hose into tank.']","['Pump gas until full or to desired cost point.', 'Turn off engine.']",Pump gas until full or to desired cost point.,0
8,0.6666666666666666,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.', 'Select grade of fuel you desire.', 'Open gas tank door.', 'Insert gas hose into tank.', 'Pump gas until full or to desired cost point.']","['Remove nozzle.', 'Drive car to gas station.']",Remove nozzle.,0
9,0.75,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.', 'Select grade of fuel you desire.', 'Open gas tank door.', 'Insert gas hose into tank.', 'Pump gas until full or to desired cost point.', 'Remove nozzle.']","['Close tank door.', 'Drive away.']",Close tank door.,0
10,0.8333333333333334,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.', 'Select grade of fuel you desire.', 'Open gas tank door.', 'Insert gas hose into tank.', 'Pump gas until full or to desired cost point.', 'Remove nozzle.', 'Close tank door.']","['Get receipt.', 'Drive car to gas station.']",Get receipt.,0
11,0.9166666666666666,"['Drive car to gas station.', 'Park next to pump on same side as gas tank door.', 'Turn off engine.', 'Slide credit card in pump machine and choose payment options.', 'Select grade of fuel you desire.', 'Open gas tank door.', 'Insert gas hose into tank.', 'Pump gas until full or to desired cost point.', 'Remove nozzle.', 'Close tank door.', 'Get receipt.']","['Remove nozzle.', 'Drive away.']",Drive away.,1
0,0.0,[],"['Drive car to gas station', 'Drive car to gas station']",Drive car to gas station,0
1,0.07142857142857142,['Drive car to gas station'],"['Close tank door', 'Park car at a gas pump']",Park car at a gas pump,1
2,0.14285714285714285,"['Drive car to gas station', 'Park car at a gas pump']","['Go into gas station and pay for gas', 'Lift handle on gas pump']",Go into gas station and pay for gas,0
3,0.21428571428571427,"['Drive car to gas station', 'Park car at a gas pump', 'Go into gas station and pay for gas']","['Go back to car and open gas tank door', 'Drive car to gas station']",Go back to car and open gas tank door,0
4,0.2857142857142857,"['Drive car to gas station', 'Park car at a gas pump', 'Go into gas station and pay for gas', 'Go back to car and open gas tank door']","['Park car at a gas pump', 'Remove gas cap']",Remove gas cap,1
5,0.35714285714285715,"['Drive car to gas station', 'Park car at a gas pump', 'Go into gas station and pay for gas', 'Go back to car and open gas tank door', 'Remove gas cap']","['Stop pumping and remove nozzle when completed', 'Lift handle on gas pump']",Lift handle on gas pump,1
6,0.42857142857142855,"['Drive car to gas station', 'Park car at a gas pump', 'Go into gas station and pay for gas', 'Go back to car and open gas tank door', 'Remove gas cap', 'Lift handle on gas pump']","['Select type of fuel preferred', 'Go into gas station and pay for gas']",Select type of fuel preferred,0
