task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
4,0.6666666666666666,"['Hire a driving instructor.', 'Wait for time of driving lesson.', 'Get in drivers seat of car.', 'Listen to instructors instructions.']","['Wait for time of driving lesson.', 'Make sure it is safe to pull out.']",Make sure it is safe to pull out.,1
5,0.8333333333333334,"['Hire a driving instructor.', 'Wait for time of driving lesson.', 'Get in drivers seat of car.', 'Listen to instructors instructions.', 'Make sure it is safe to pull out.']","['Get in drivers seat of car.', 'Start driving.']",Start driving.,1
0,0.0,[],"['Make appointment', 'Call a driver training place']",Call a driver training place,1
1,0.2,['Call a driver training place'],"['Wait for the teacher to arrive', 'Sign up for lessons']",Sign up for lessons,1
2,0.4,"['Call a driver training place', 'Sign up for lessons']","['Follow instructions', 'Make appointment']",Make appointment,1
3,0.6,"['Call a driver training place', 'Sign up for lessons', 'Make appointment']","['Wait for the teacher to arrive', 'Call a driver training place']",Wait for the teacher to arrive,0
4,0.8,"['Call a driver training place', 'Sign up for lessons', 'Make appointment', 'Wait for the teacher to arrive']","['Follow instructions', 'Call a driver training place']",Follow instructions,0
0,0.0,[],"['Start the vehicle and drive under the guidance of the instructor', 'Visit a good driving school, register and pay the fee.']","Visit a good driving school, register and pay the fee.",1
1,0.16666666666666666,"['Visit a good driving school, register and pay the fee.']","['Attend the primary theory class with all attention', 'Attend the primary theory class with all attention']",Attend the primary theory class with all attention,0
2,0.3333333333333333,"['Visit a good driving school, register and pay the fee.', 'Attend the primary theory class with all attention']","['Reach the driving school in time for all the allotted days', 'Always be alert on the road and follow the instructions from the instructor']",Reach the driving school in time for all the allotted days,0
3,0.5,"['Visit a good driving school, register and pay the fee.', 'Attend the primary theory class with all attention', 'Reach the driving school in time for all the allotted days']","['Always be alert on the road and follow the instructions from the instructor', 'Start the vehicle and drive under the guidance of the instructor']",Start the vehicle and drive under the guidance of the instructor,1
4,0.6666666666666666,"['Visit a good driving school, register and pay the fee.', 'Attend the primary theory class with all attention', 'Reach the driving school in time for all the allotted days', 'Start the vehicle and drive under the guidance of the instructor']","['Attend the primary theory class with all attention', 'Drive along the less congested roads and by-lanes']",Drive along the less congested roads and by-lanes,1
5,0.8333333333333334,"['Visit a good driving school, register and pay the fee.', 'Attend the primary theory class with all attention', 'Reach the driving school in time for all the allotted days', 'Start the vehicle and drive under the guidance of the instructor', 'Drive along the less congested roads and by-lanes']","['Reach the driving school in time for all the allotted days', 'Always be alert on the road and follow the instructions from the instructor']",Always be alert on the road and follow the instructions from the instructor,1
0,0.0,[],"['Have your mom or someone drive to the instructor', 'put your seat belt on']",Have your mom or someone drive to the instructor,0
1,0.16666666666666666,['Have your mom or someone drive to the instructor'],"['get out meet your instructor', 'put key in ingition']",get out meet your instructor,0
2,0.3333333333333333,"['Have your mom or someone drive to the instructor', 'get out meet your instructor']","['turn over key', 'get in car']",get in car,1
3,0.5,"['Have your mom or someone drive to the instructor', 'get out meet your instructor', 'get in car']","['turn over key', 'put your seat belt on']",put your seat belt on,1
4,0.6666666666666666,"['Have your mom or someone drive to the instructor', 'get out meet your instructor', 'get in car', 'put your seat belt on']","['Have your mom or someone drive to the instructor', 'put key in ingition']",put key in ingition,1
5,0.8333333333333334,"['Have your mom or someone drive to the instructor', 'get out meet your instructor', 'get in car', 'put your seat belt on', 'put key in ingition']","['get out meet your instructor', 'turn over key']",turn over key,1
0,0.0,[],"['Go to driving school.', 'Go to driving school.']",Go to driving school.,0
1,0.16666666666666666,['Go to driving school.'],"['Pay instructor fee.', 'Listen to instructor.']",Pay instructor fee.,0
2,0.3333333333333333,"['Go to driving school.', 'Pay instructor fee.']","['Wait for your turn.', 'Follow his directions.']",Wait for your turn.,0
3,0.5,"['Go to driving school.', 'Pay instructor fee.', 'Wait for your turn.']","['Go to driving school.', 'When called go to lesson car.']",When called go to lesson car.,1
4,0.6666666666666666,"['Go to driving school.', 'Pay instructor fee.', 'Wait for your turn.', 'When called go to lesson car.']","['Listen to instructor.', 'Go to driving school.']",Listen to instructor.,0
5,0.8333333333333334,"['Go to driving school.', 'Pay instructor fee.', 'Wait for your turn.', 'When called go to lesson car.', 'Listen to instructor.']","['Go to driving school.', 'Follow his directions.']",Follow his directions.,1
0,0.0,[],"['Go to the driving school', 'Go to the driving school']",Go to the driving school,1
1,0.16666666666666666,['Go to the driving school'],"['Put on the seat belt', 'Get in the car with the instructor']",Get in the car with the instructor,1
2,0.3333333333333333,"['Go to the driving school', 'Get in the car with the instructor']","[""Follow the instructor's directions"", ""Sit in the driver's seat""]",Sit in the driver's seat,1
3,0.5,"['Go to the driving school', 'Get in the car with the instructor', ""Sit in the driver's seat""]","['Drive until the lesson ends', 'Put on the seat belt']",Put on the seat belt,1
4,0.6666666666666666,"['Go to the driving school', 'Get in the car with the instructor', ""Sit in the driver's seat"", 'Put on the seat belt']","['Go to the driving school', ""Follow the instructor's directions""]",Follow the instructor's directions,1
5,0.8333333333333334,"['Go to the driving school', 'Get in the car with the instructor', ""Sit in the driver's seat"", 'Put on the seat belt', ""Follow the instructor's directions""]","[""Sit in the driver's seat"", 'Drive until the lesson ends']",Drive until the lesson ends,1
0,0.0,[],"['Put the car in drive', 'Arrive at the driving school']",Arrive at the driving school,1
1,0.16666666666666666,['Arrive at the driving school'],"['Greet the instructor', 'Greet the instructor']",Greet the instructor,0
2,0.3333333333333333,"['Arrive at the driving school', 'Greet the instructor']","['Get on to the road', 'Get behind the wheel']",Get behind the wheel,1
3,0.5,"['Arrive at the driving school', 'Greet the instructor', 'Get behind the wheel']","[""Follow the instructor's directions and instructions"", 'Put the car in drive']",Put the car in drive,1
4,0.6666666666666666,"['Arrive at the driving school', 'Greet the instructor', 'Get behind the wheel', 'Put the car in drive']","['Greet the instructor', 'Get on to the road']",Get on to the road,1
5,0.8333333333333334,"['Arrive at the driving school', 'Greet the instructor', 'Get behind the wheel', 'Put the car in drive', 'Get on to the road']","[""Follow the instructor's directions and instructions"", 'Greet the instructor']",Follow the instructor's directions and instructions,0
0,0.0,[],"['Get into passenger seat', 'put on seatbelt']",Get into passenger seat,0
1,0.16666666666666666,['Get into passenger seat'],"['Carefully put car into gear', 'Allow instructor to demonstrate what you will do.']",Allow instructor to demonstrate what you will do.,1
2,0.3333333333333333,"['Get into passenger seat', 'Allow instructor to demonstrate what you will do.']","['Put hands on steering wheel', 'Get out of car and switch seats with instructor']",Get out of car and switch seats with instructor,1
3,0.5,"['Get into passenger seat', 'Allow instructor to demonstrate what you will do.', 'Get out of car and switch seats with instructor']","['put on seatbelt', 'Put hands on steering wheel']",put on seatbelt,0
4,0.6666666666666666,"['Get into passenger seat', 'Allow instructor to demonstrate what you will do.', 'Get out of car and switch seats with instructor', 'put on seatbelt']","['Allow instructor to demonstrate what you will do.', 'Carefully put car into gear']",Carefully put car into gear,1
5,0.8333333333333334,"['Get into passenger seat', 'Allow instructor to demonstrate what you will do.', 'Get out of car and switch seats with instructor', 'put on seatbelt', 'Carefully put car into gear']","['Get into passenger seat', 'Put hands on steering wheel']",Put hands on steering wheel,1
0,0.0,[],"['Get in the car', 'Check your surroundings']",Get in the car,0
1,0.16666666666666666,['Get in the car'],"['Buckle up', 'Buckle up']",Buckle up,1
2,0.3333333333333333,"['Get in the car', 'Buckle up']","['Check your surroundings', 'wait for instructor to tell you to start driving']",Check your surroundings,0
3,0.5,"['Get in the car', 'Buckle up', 'Check your surroundings']","['check your mirrors', 'Get in the car']",check your mirrors,0
4,0.6666666666666666,"['Get in the car', 'Buckle up', 'Check your surroundings', 'check your mirrors']","['Get in the car', 'wait for instructor to tell you to start driving']",wait for instructor to tell you to start driving,1
5,0.8333333333333334,"['Get in the car', 'Buckle up', 'Check your surroundings', 'check your mirrors', 'wait for instructor to tell you to start driving']","['Get in the car', 'start driving and follow all instructions from instructor']",start driving and follow all instructions from instructor,1
0,0.0,[],"['Find a Driving lesson company on google', 'Go to the appointment']",Find a Driving lesson company on google,0
1,0.2,['Find a Driving lesson company on google'],"['Set up an appointment', 'Set up an appointment']",Set up an appointment,1
2,0.4,"['Find a Driving lesson company on google', 'Set up an appointment']","['Go to the appointment', 'follow the rules']",Go to the appointment,0
3,0.6,"['Find a Driving lesson company on google', 'Set up an appointment', 'Go to the appointment']","['Find a Driving lesson company on google', 'Listen to the instructor']",Listen to the instructor,1
4,0.8,"['Find a Driving lesson company on google', 'Set up an appointment', 'Go to the appointment', 'Listen to the instructor']","['Set up an appointment', 'follow the rules']",follow the rules,1
0,0.0,[],"['Get in car', 'Find a driving school']",Find a driving school,1
1,0.16666666666666666,['Find a driving school'],"['Ask instructor for directions', 'Get in car']",Get in car,1
2,0.3333333333333333,"['Find a driving school', 'Get in car']","['Ask instructor for directions', 'Check mirrors']",Ask instructor for directions,0
3,0.5,"['Find a driving school', 'Get in car', 'Ask instructor for directions']","['Wear the seat belt', 'Find a driving school']",Wear the seat belt,0
4,0.6666666666666666,"['Find a driving school', 'Get in car', 'Ask instructor for directions', 'Wear the seat belt']","['Get in car', 'Check mirrors']",Check mirrors,1
5,0.8333333333333334,"['Find a driving school', 'Get in car', 'Ask instructor for directions', 'Wear the seat belt', 'Check mirrors']","['Adjust the seat', 'Get in car']",Adjust the seat,0
0,0.0,[],"['Get in car', 'Call driving instructor']",Call driving instructor,1
1,0.2,['Call driving instructor'],"['Make appointment', 'Call driving instructor']",Make appointment,0
2,0.4,"['Call driving instructor', 'Make appointment']","['Do what instructor says', 'Wait for instructor']",Wait for instructor,1
3,0.6,"['Call driving instructor', 'Make appointment', 'Wait for instructor']","['Get in car', 'Call driving instructor']",Get in car,0
4,0.8,"['Call driving instructor', 'Make appointment', 'Wait for instructor', 'Get in car']","['Make appointment', 'Do what instructor says']",Do what instructor says,1
0,0.0,[],"['Check all of the signals, lights, and other safety features on the car.', 'Find a friend or relative to teach you.']",Find a friend or relative to teach you.,1
1,0.16666666666666666,['Find a friend or relative to teach you.'],"['Fasten your seatbelts.', 'Get into the car with your friend or relative.']",Get into the car with your friend or relative.,1
2,0.3333333333333333,"['Find a friend or relative to teach you.', 'Get into the car with your friend or relative.']","['If the car is a manual transmission, press in the clutch and start the ignition.', 'Fasten your seatbelts.']",Fasten your seatbelts.,1
3,0.5,"['Find a friend or relative to teach you.', 'Get into the car with your friend or relative.', 'Fasten your seatbelts.']","['Check all of the signals, lights, and other safety features on the car.', 'Find a friend or relative to teach you.']","Check all of the signals, lights, and other safety features on the car.",0
4,0.6666666666666666,"['Find a friend or relative to teach you.', 'Get into the car with your friend or relative.', 'Fasten your seatbelts.', 'Check all of the signals, lights, and other safety features on the car.']","['Get into the car with your friend or relative.', 'If the car is a manual transmission, press in the clutch and start the ignition.']","If the car is a manual transmission, press in the clutch and start the ignition.",1
5,0.8333333333333334,"['Find a friend or relative to teach you.', 'Get into the car with your friend or relative.', 'Fasten your seatbelts.', 'Check all of the signals, lights, and other safety features on the car.', 'If the car is a manual transmission, press in the clutch and start the ignition.']","['Fasten your seatbelts.', 'Release the parking brake if necessary.']",Release the parking brake if necessary.,1
0,0.0,[],"['Drive around doing testers instructions', 'Get into car']",Get into car,1
1,0.16666666666666666,['Get into car'],"['Get into car', 'Test what the instructor says']",Test what the instructor says,1
2,0.3333333333333333,"['Get into car', 'Test what the instructor says']","['Turn off car', 'Turn on car']",Turn on car,1
3,0.5,"['Get into car', 'Test what the instructor says', 'Turn on car']","['Get into car', 'Drive around doing testers instructions']",Drive around doing testers instructions,1
4,0.6666666666666666,"['Get into car', 'Test what the instructor says', 'Turn on car', 'Drive around doing testers instructions']","['Go back to station', 'Test what the instructor says']",Go back to station,0
5,0.8333333333333334,"['Get into car', 'Test what the instructor says', 'Turn on car', 'Drive around doing testers instructions', 'Go back to station']","['Turn off car', 'Get into car']",Turn off car,0
0,0.0,[],"['Get a ride to driving school', 'Check your mirrors']",Get a ride to driving school,0
1,0.16666666666666666,['Get a ride to driving school'],"['Put on your seatbelt', 'Talk to instructor']",Talk to instructor,1
2,0.3333333333333333,"['Get a ride to driving school', 'Talk to instructor']","['Start the car', 'Get in car with instructor']",Get in car with instructor,1
3,0.5,"['Get a ride to driving school', 'Talk to instructor', 'Get in car with instructor']","['Get a ride to driving school', 'Check your mirrors']",Check your mirrors,1
4,0.6666666666666666,"['Get a ride to driving school', 'Talk to instructor', 'Get in car with instructor', 'Check your mirrors']","['Get a ride to driving school', 'Put on your seatbelt']",Put on your seatbelt,1
5,0.8333333333333334,"['Get a ride to driving school', 'Talk to instructor', 'Get in car with instructor', 'Check your mirrors', 'Put on your seatbelt']","['Start the car', 'Talk to instructor']",Start the car,0
0,0.0,[],"['Put key in ignition.', 'Get in car with driving instructor.']",Get in car with driving instructor.,1
1,0.16666666666666666,['Get in car with driving instructor.'],"['Put on seatbelt.', 'Put on seatbelt.']",Put on seatbelt.,0
2,0.3333333333333333,"['Get in car with driving instructor.', 'Put on seatbelt.']","['Put key in ignition.', 'Listen to instructors rules.']",Put key in ignition.,0
3,0.5,"['Get in car with driving instructor.', 'Put on seatbelt.', 'Put key in ignition.']","['Carefully pull out of parking spot.', 'Get in car with driving instructor.']",Carefully pull out of parking spot.,0
4,0.6666666666666666,"['Get in car with driving instructor.', 'Put on seatbelt.', 'Put key in ignition.', 'Carefully pull out of parking spot.']","['Carefully check mirrors for other cars.', 'Get in car with driving instructor.']",Carefully check mirrors for other cars.,0
5,0.8333333333333334,"['Get in car with driving instructor.', 'Put on seatbelt.', 'Put key in ignition.', 'Carefully pull out of parking spot.', 'Carefully check mirrors for other cars.']","['Listen to instructors rules.', 'Get in car with driving instructor.']",Listen to instructors rules.,0
0,0.0,[],"['make sure you are comfortable in the car', 'make an appointment']",make an appointment,1
1,0.16666666666666666,['make an appointment'],"['make sure you have all the proper documents for your lesson', 'wait for your instructor']",make sure you have all the proper documents for your lesson,0
2,0.3333333333333333,"['make an appointment', 'make sure you have all the proper documents for your lesson']","['make sure you are comfortable in the car', 'wait for your instructor']",wait for your instructor,1
3,0.5,"['make an appointment', 'make sure you have all the proper documents for your lesson', 'wait for your instructor']","['when your instructor arrives introduce yourself', 'listen to what your instructor has to say']",when your instructor arrives introduce yourself,0
4,0.6666666666666666,"['make an appointment', 'make sure you have all the proper documents for your lesson', 'wait for your instructor', 'when your instructor arrives introduce yourself']","['make sure you are comfortable in the car', 'make sure you have all the proper documents for your lesson']",make sure you are comfortable in the car,0
5,0.8333333333333334,"['make an appointment', 'make sure you have all the proper documents for your lesson', 'wait for your instructor', 'when your instructor arrives introduce yourself', 'make sure you are comfortable in the car']","['listen to what your instructor has to say', 'wait for your instructor']",listen to what your instructor has to say,0
0,0.0,[],"['Get a car', 'Get a car']",Get a car,1
1,0.16666666666666666,['Get a car'],"['Meet with driving instructor', 'Have your trainer get in the car with you']",Have your trainer get in the car with you,1
2,0.3333333333333333,"['Get a car', 'Have your trainer get in the car with you']","[""Follow the instructor's instructions"", 'Drive to the DMV']",Drive to the DMV,1
3,0.5,"['Get a car', 'Have your trainer get in the car with you', 'Drive to the DMV']","['Meet with driving instructor', 'Drive safely and perform the tasks as requested']",Meet with driving instructor,0
4,0.6666666666666666,"['Get a car', 'Have your trainer get in the car with you', 'Drive to the DMV', 'Meet with driving instructor']","[""Follow the instructor's instructions"", 'Have your trainer get in the car with you']",Follow the instructor's instructions,0
5,0.8333333333333334,"['Get a car', 'Have your trainer get in the car with you', 'Drive to the DMV', 'Meet with driving instructor', ""Follow the instructor's instructions""]","['Drive to the DMV', 'Drive safely and perform the tasks as requested']",Drive safely and perform the tasks as requested,1
0,0.0,[],"['Ask appropriate driver for guidance', 'check mirrors and adjust seat']",Ask appropriate driver for guidance,0
1,0.16666666666666666,['Ask appropriate driver for guidance'],"['check mirrors and adjust seat', 'Get into vehicle']",Get into vehicle,1
2,0.3333333333333333,"['Ask appropriate driver for guidance', 'Get into vehicle']","['everyone buckle up', 'turn on vehicle']",everyone buckle up,0
3,0.5,"['Ask appropriate driver for guidance', 'Get into vehicle', 'everyone buckle up']","['check mirrors and adjust seat', 'Ask appropriate driver for guidance']",check mirrors and adjust seat,0
4,0.6666666666666666,"['Ask appropriate driver for guidance', 'Get into vehicle', 'everyone buckle up', 'check mirrors and adjust seat']","['turn on vehicle', 'Get into vehicle']",turn on vehicle,0
5,0.8333333333333334,"['Ask appropriate driver for guidance', 'Get into vehicle', 'everyone buckle up', 'check mirrors and adjust seat', 'turn on vehicle']","['put into correct gear', 'everyone buckle up']",put into correct gear,0
0,0.0,[],"['Find keys.', 'Get dressed.']",Get dressed.,1
1,0.16666666666666666,['Get dressed.'],"['Find keys.', 'Get in']",Find keys.,0
2,0.3333333333333333,"['Get dressed.', 'Find keys.']","['Start car', 'Wait for driving instructor']",Wait for driving instructor,1
3,0.5,"['Get dressed.', 'Find keys.', 'Wait for driving instructor']","['Go outside to car', 'Get dressed.']",Go outside to car,0
4,0.6666666666666666,"['Get dressed.', 'Find keys.', 'Wait for driving instructor', 'Go outside to car']","['Get in', 'Find keys.']",Get in,0
5,0.8333333333333334,"['Get dressed.', 'Find keys.', 'Wait for driving instructor', 'Go outside to car', 'Get in']","['Start car', 'Find keys.']",Start car,0
0,0.0,[],"['arrive driving location', 'drive off']",arrive driving location,0
1,0.16666666666666666,['arrive driving location'],"['drive off', 'go over routine safety checks']",go over routine safety checks,1
2,0.3333333333333333,"['arrive driving location', 'go over routine safety checks']","['start car', 'arrive destination']",start car,0
3,0.5,"['arrive driving location', 'go over routine safety checks', 'start car']","['drive off', 'return to base']",drive off,0
4,0.6666666666666666,"['arrive driving location', 'go over routine safety checks', 'start car', 'drive off']","['arrive destination', 'arrive driving location']",arrive destination,0
5,0.8333333333333334,"['arrive driving location', 'go over routine safety checks', 'start car', 'drive off', 'arrive destination']","['return to base', 'go over routine safety checks']",return to base,0
0,0.0,[],"['Go to driving school', 'Pay for lesson']",Go to driving school,0
1,0.16666666666666666,['Go to driving school'],"['Meet instructor', 'Sign up for lesson']",Sign up for lesson,1
2,0.3333333333333333,"['Go to driving school', 'Sign up for lesson']","['Wait for lesson', 'Meet instructor']",Wait for lesson,0
3,0.5,"['Go to driving school', 'Sign up for lesson', 'Wait for lesson']","['Pay for lesson', 'Go to driving school']",Pay for lesson,0
4,0.6666666666666666,"['Go to driving school', 'Sign up for lesson', 'Wait for lesson', 'Pay for lesson']","['Go to driving school', 'Meet instructor']",Meet instructor,1
5,0.8333333333333334,"['Go to driving school', 'Sign up for lesson', 'Wait for lesson', 'Pay for lesson', 'Meet instructor']","['Go to driving school', 'Get into car with instructor']",Get into car with instructor,1
0,0.0,[],"['Enter car.', 'Put on seatbelt.']",Enter car.,0
1,0.16666666666666666,['Enter car.'],"['Put on seatbelt.', 'Shift into drive or first gear.']",Put on seatbelt.,0
2,0.3333333333333333,"['Enter car.', 'Put on seatbelt.']","['Press gas pedal.', 'Check and adjust mirrors.']",Check and adjust mirrors.,1
3,0.5,"['Enter car.', 'Put on seatbelt.', 'Check and adjust mirrors.']","['Enter car.', 'Start car.']",Start car.,1
4,0.6666666666666666,"['Enter car.', 'Put on seatbelt.', 'Check and adjust mirrors.', 'Start car.']","['Shift into drive or first gear.', 'Put on seatbelt.']",Shift into drive or first gear.,0
5,0.8333333333333334,"['Enter car.', 'Put on seatbelt.', 'Check and adjust mirrors.', 'Start car.', 'Shift into drive or first gear.']","['Put on seatbelt.', 'Press gas pedal.']",Press gas pedal.,1
0,0.0,[],"['Get in car', 'Get in car']",Get in car,1
1,0.16666666666666666,['Get in car'],"['Follow instructions', 'Buckle seat belt']",Buckle seat belt,1
2,0.3333333333333333,"['Get in car', 'Buckle seat belt']","['Follow instructions', 'Adjust mirrors']",Adjust mirrors,1
3,0.5,"['Get in car', 'Buckle seat belt', 'Adjust mirrors']","['Wait for instructions', 'Get in car']",Wait for instructions,0
4,0.6666666666666666,"['Get in car', 'Buckle seat belt', 'Adjust mirrors', 'Wait for instructions']","['Get in car', 'Follow instructions']",Follow instructions,1
5,0.8333333333333334,"['Get in car', 'Buckle seat belt', 'Adjust mirrors', 'Wait for instructions', 'Follow instructions']","['Park car', 'Get in car']",Park car,0
0,0.0,[],"['get in car', 'turn on car']",get in car,0
1,0.16666666666666666,['get in car'],"['listen to instructor', 'turn on car']",listen to instructor,0
2,0.3333333333333333,"['get in car', 'listen to instructor']","['turn on car', 'begin driving']",turn on car,0
3,0.5,"['get in car', 'listen to instructor', 'turn on car']","['get in car', 'check mirrors, gauges']","check mirrors, gauges",1
4,0.6666666666666666,"['get in car', 'listen to instructor', 'turn on car', 'check mirrors, gauges']","['listen to instructor', 'begin driving']",begin driving,1
5,0.8333333333333334,"['get in car', 'listen to instructor', 'turn on car', 'check mirrors, gauges', 'begin driving']","['learn to accelerate', 'turn on car']",learn to accelerate,0
0,0.0,[],"['Getting feedback from the instructor', 'Going to the driving school']",Going to the driving school,1
1,0.16666666666666666,['Going to the driving school'],"['Getting in the car', 'Starting the car']",Getting in the car,0
2,0.3333333333333333,"['Going to the driving school', 'Getting in the car']","['Getting feedback from the instructor', 'Listening to the driving instructor']",Listening to the driving instructor,1
3,0.5,"['Going to the driving school', 'Getting in the car', 'Listening to the driving instructor']","['Starting the car', 'Getting feedback from the instructor']",Starting the car,0
4,0.6666666666666666,"['Going to the driving school', 'Getting in the car', 'Listening to the driving instructor', 'Starting the car']","['Driving around town', 'Getting in the car']",Driving around town,0
5,0.8333333333333334,"['Going to the driving school', 'Getting in the car', 'Listening to the driving instructor', 'Starting the car', 'Driving around town']","['Going to the driving school', 'Getting feedback from the instructor']",Getting feedback from the instructor,1
0,0.0,[],"['enter car', 'meet driving teacher']",meet driving teacher,1
1,0.2,['meet driving teacher'],"['drive around', 'follow what they say']",follow what they say,1
2,0.4,"['meet driving teacher', 'follow what they say']","[""make sure you're safe"", 'enter car']",enter car,1
3,0.6,"['meet driving teacher', 'follow what they say', 'enter car']","['meet driving teacher', 'drive around']",drive around,1
4,0.8,"['meet driving teacher', 'follow what they say', 'enter car', 'drive around']","['meet driving teacher', ""make sure you're safe""]",make sure you're safe,1
0,0.0,[],"['Get out', 'Get in the car']",Get in the car,1
1,0.16666666666666666,['Get in the car'],"['Listen to instructions', 'Get in the car']",Listen to instructions,0
2,0.3333333333333333,"['Get in the car', 'Listen to instructions']","['Drive around', 'Return the car']",Drive around,0
3,0.5,"['Get in the car', 'Listen to instructions', 'Drive around']","['Get out', 'Follow road rules']",Follow road rules,1
4,0.6666666666666666,"['Get in the car', 'Listen to instructions', 'Drive around', 'Follow road rules']","['Return the car', 'Listen to instructions']",Return the car,0
5,0.8333333333333334,"['Get in the car', 'Listen to instructions', 'Drive around', 'Follow road rules', 'Return the car']","['Get out', 'Get in the car']",Get out,0
0,0.0,[],"['Sit in drivers seat', 'Start car']",Sit in drivers seat,0
1,0.2,['Sit in drivers seat'],"['Say hello to instructor', 'Start car']",Say hello to instructor,0
2,0.4,"['Sit in drivers seat', 'Say hello to instructor']","['Start car', 'Drive as instructed']",Start car,0
3,0.6,"['Sit in drivers seat', 'Say hello to instructor', 'Start car']","['Listen to instructor directions', 'Sit in drivers seat']",Listen to instructor directions,0
4,0.8,"['Sit in drivers seat', 'Say hello to instructor', 'Start car', 'Listen to instructor directions']","['Drive as instructed', 'Say hello to instructor']",Drive as instructed,0
0,0.0,[],"['Get in driver seat next to instructor', 'Get in driver seat next to instructor']",Get in driver seat next to instructor,0
1,0.2,['Get in driver seat next to instructor'],"['Get in driver seat next to instructor', 'Turn car on when instructed']",Turn car on when instructed,1
2,0.4,"['Get in driver seat next to instructor', 'Turn car on when instructed']","['Drive where instructor tells you to drive', 'Drive back home']",Drive where instructor tells you to drive,0
3,0.6,"['Get in driver seat next to instructor', 'Turn car on when instructed', 'Drive where instructor tells you to drive']","['Get in driver seat next to instructor', 'Listen to instructor feedback']",Listen to instructor feedback,1
4,0.8,"['Get in driver seat next to instructor', 'Turn car on when instructed', 'Drive where instructor tells you to drive', 'Listen to instructor feedback']","['Turn car on when instructed', 'Drive back home']",Drive back home,1
0,0.0,[],"['get to lesson on time', 'get out of car when done']",get to lesson on time,0
1,0.16666666666666666,['get to lesson on time'],"['get in car with teacher', 'get to lesson on time']",get in car with teacher,0
2,0.3333333333333333,"['get to lesson on time', 'get in car with teacher']","[""follow teacher's word"", 'go home']",follow teacher's word,0
3,0.5,"['get to lesson on time', 'get in car with teacher', ""follow teacher's word""]","['get to lesson on time', 'dont crash car']",dont crash car,1
4,0.6666666666666666,"['get to lesson on time', 'get in car with teacher', ""follow teacher's word"", 'dont crash car']","['get out of car when done', 'get to lesson on time']",get out of car when done,0
