task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
5,0.7142857142857143,"['Enter the dentist office', 'Sit down in the operating chair', 'Open your mouth and allow the dentist to work on your teeth', 'After the dentist is finished, clear your mouth with water', 'Thank dentist for his time']","['Schedule next appointment', 'Open your mouth and allow the dentist to work on your teeth']",Schedule next appointment,0
6,0.8571428571428571,"['Enter the dentist office', 'Sit down in the operating chair', 'Open your mouth and allow the dentist to work on your teeth', 'After the dentist is finished, clear your mouth with water', 'Thank dentist for his time', 'Schedule next appointment']","['Enter the dentist office', 'Leave the dentist office']",Leave the dentist office,1
0,0.0,[],"['Go the receptionist', 'Get your teeth cleaned']",Go the receptionist,0
1,0.1111111111111111,['Go the receptionist'],"['Announce your name', 'Confirm insurance']",Announce your name,0
2,0.2222222222222222,"['Go the receptionist', 'Announce your name']","['Confirm insurance', 'Go to a room']",Confirm insurance,0
3,0.3333333333333333,"['Go the receptionist', 'Announce your name', 'Confirm insurance']","['Sit in a seat', 'Get your teeth cleaned']",Sit in a seat,0
4,0.4444444444444444,"['Go the receptionist', 'Announce your name', 'Confirm insurance', 'Sit in a seat']","['Wait to be called', 'Get your teeth cleaned']",Wait to be called,0
5,0.5555555555555556,"['Go the receptionist', 'Announce your name', 'Confirm insurance', 'Sit in a seat', 'Wait to be called']","['Go to a room', 'Go the receptionist']",Go to a room,0
6,0.6666666666666666,"['Go the receptionist', 'Announce your name', 'Confirm insurance', 'Sit in a seat', 'Wait to be called', 'Go to a room']","['Go the receptionist', 'Open your mouth']",Open your mouth,1
7,0.7777777777777778,"['Go the receptionist', 'Announce your name', 'Confirm insurance', 'Sit in a seat', 'Wait to be called', 'Go to a room', 'Open your mouth']","['Wait to be called', 'Get your teeth cleaned']",Get your teeth cleaned,1
8,0.8888888888888888,"['Go the receptionist', 'Announce your name', 'Confirm insurance', 'Sit in a seat', 'Wait to be called', 'Go to a room', 'Open your mouth', 'Get your teeth cleaned']","['Go to a room', 'Close your mouth']",Close your mouth,1
0,0.0,[],"['Getting up', 'Checking in at the window']",Getting up,0
1,0.125,['Getting up'],"['Checking in at the window', 'Getting into the car']",Getting into the car,1
2,0.25,"['Getting up', 'Getting into the car']","['Driving to the office', 'being seen']",Driving to the office,0
3,0.375,"['Getting up', 'Getting into the car', 'Driving to the office']","['Checking in at the window', 'being seen']",Checking in at the window,0
4,0.5,"['Getting up', 'Getting into the car', 'Driving to the office', 'Checking in at the window']","['sitting in the dentist chair', 'Waiting in waiting room']",Waiting in waiting room,1
5,0.625,"['Getting up', 'Getting into the car', 'Driving to the office', 'Checking in at the window', 'Waiting in waiting room']","['being called for my turn', 'Getting up']",being called for my turn,0
6,0.75,"['Getting up', 'Getting into the car', 'Driving to the office', 'Checking in at the window', 'Waiting in waiting room', 'being called for my turn']","['sitting in the dentist chair', 'Getting into the car']",sitting in the dentist chair,0
7,0.875,"['Getting up', 'Getting into the car', 'Driving to the office', 'Checking in at the window', 'Waiting in waiting room', 'being called for my turn', 'sitting in the dentist chair']","['Checking in at the window', 'being seen']",being seen,1
0,0.0,[],"['Sit in the chair', ""Get dentist's phone number""]",Get dentist's phone number,1
1,0.1111111111111111,"[""Get dentist's phone number""]","['Get phone', 'Make an appointment']",Get phone,0
2,0.2222222222222222,"[""Get dentist's phone number"", 'Get phone']","['Let dentist do their work', ""Dial the dentist's office""]",Dial the dentist's office,1
3,0.3333333333333333,"[""Get dentist's phone number"", 'Get phone', ""Dial the dentist's office""]","['Make an appointment', 'Sit in the chair']",Make an appointment,0
4,0.4444444444444444,"[""Get dentist's phone number"", 'Get phone', ""Dial the dentist's office"", 'Make an appointment']","['Let dentist do their work', 'Wait for your appointment']",Wait for your appointment,1
5,0.5555555555555556,"[""Get dentist's phone number"", 'Get phone', ""Dial the dentist's office"", 'Make an appointment', 'Wait for your appointment']","[""Go to the dentist's office"", ""Dial the dentist's office""]",Go to the dentist's office,0
6,0.6666666666666666,"[""Get dentist's phone number"", 'Get phone', ""Dial the dentist's office"", 'Make an appointment', 'Wait for your appointment', ""Go to the dentist's office""]","['Get phone', 'Sit in the chair']",Sit in the chair,1
7,0.7777777777777778,"[""Get dentist's phone number"", 'Get phone', ""Dial the dentist's office"", 'Make an appointment', 'Wait for your appointment', ""Go to the dentist's office"", 'Sit in the chair']","['Let dentist do their work', ""Get dentist's phone number""]",Let dentist do their work,0
8,0.8888888888888888,"[""Get dentist's phone number"", 'Get phone', ""Dial the dentist's office"", 'Make an appointment', 'Wait for your appointment', ""Go to the dentist's office"", 'Sit in the chair', 'Let dentist do their work']","['Make an appointment', 'Pay']",Pay,1
0,0.0,[],"[""Call the dentist's office"", ""Call the dentist's office""]",Call the dentist's office,1
1,0.16666666666666666,"[""Call the dentist's office""]","['Get directions', 'Confirm the appointment']",Confirm the appointment,1
2,0.3333333333333333,"[""Call the dentist's office"", 'Confirm the appointment']","[""Drive to the dentist's office"", 'Get directions']",Get directions,1
3,0.5,"[""Call the dentist's office"", 'Confirm the appointment', 'Get directions']","['Dress to go out', ""Call the dentist's office""]",Dress to go out,0
4,0.6666666666666666,"[""Call the dentist's office"", 'Confirm the appointment', 'Get directions', 'Dress to go out']","['Confirm the appointment', 'Enter address on GPS']",Enter address on GPS,1
5,0.8333333333333334,"[""Call the dentist's office"", 'Confirm the appointment', 'Get directions', 'Dress to go out', 'Enter address on GPS']","[""Drive to the dentist's office"", 'Get directions']",Drive to the dentist's office,0
0,0.0,[],"['Make an appointment with dentist', 'Sit in waiting room']",Make an appointment with dentist,0
1,0.2,['Make an appointment with dentist'],"['Make an appointment with dentist', 'Go to dentist office']",Go to dentist office,1
2,0.4,"['Make an appointment with dentist', 'Go to dentist office']","['Leave the dentist', 'Sit in waiting room']",Sit in waiting room,1
3,0.6,"['Make an appointment with dentist', 'Go to dentist office', 'Sit in waiting room']","['Meet with dentist', 'Make an appointment with dentist']",Meet with dentist,0
4,0.8,"['Make an appointment with dentist', 'Go to dentist office', 'Sit in waiting room', 'Meet with dentist']","['Leave the dentist', 'Go to dentist office']",Leave the dentist,0
0,0.0,[],"['Select a good dentist', 'Pay the card fee']",Select a good dentist,0
1,0.1111111111111111,['Select a good dentist'],"['Brush teeth', 'Enter the clinic']",Brush teeth,0
2,0.2222222222222222,"['Select a good dentist', 'Brush teeth']","['Take an appointment with the dentist by calling', 'When job is finished, come out of the clinic']",Take an appointment with the dentist by calling,0
3,0.3333333333333333,"['Select a good dentist', 'Brush teeth', 'Take an appointment with the dentist by calling']","['Enter the clinic', 'Pay the card fee']",Enter the clinic,0
4,0.4444444444444444,"['Select a good dentist', 'Brush teeth', 'Take an appointment with the dentist by calling', 'Enter the clinic']","['When job is finished, come out of the clinic', 'Go to the receptionist']",Go to the receptionist,1
5,0.5555555555555556,"['Select a good dentist', 'Brush teeth', 'Take an appointment with the dentist by calling', 'Enter the clinic', 'Go to the receptionist']","['Brush teeth', 'Pay the card fee']",Pay the card fee,1
6,0.6666666666666666,"['Select a good dentist', 'Brush teeth', 'Take an appointment with the dentist by calling', 'Enter the clinic', 'Go to the receptionist', 'Pay the card fee']","['Enter the clinic', 'Wait for your turn']",Wait for your turn,1
7,0.7777777777777778,"['Select a good dentist', 'Brush teeth', 'Take an appointment with the dentist by calling', 'Enter the clinic', 'Go to the receptionist', 'Pay the card fee', 'Wait for your turn']","['Brush teeth', 'When called go inside']",When called go inside,1
8,0.8888888888888888,"['Select a good dentist', 'Brush teeth', 'Take an appointment with the dentist by calling', 'Enter the clinic', 'Go to the receptionist', 'Pay the card fee', 'Wait for your turn', 'When called go inside']","['When job is finished, come out of the clinic', 'Take an appointment with the dentist by calling']","When job is finished, come out of the clinic",0
0,0.0,[],"['dentist checks status of teeth', 'schedule appointment']",schedule appointment,1
1,0.14285714285714285,['schedule appointment'],"['arrive for appointment', 'pay/provide insurance']",arrive for appointment,0
2,0.2857142857142857,"['schedule appointment', 'arrive for appointment']","['check in', 'pay/provide insurance']",check in,0
3,0.42857142857142855,"['schedule appointment', 'arrive for appointment', 'check in']","['pay/provide insurance', 'go to hygienist for cleaning']",go to hygienist for cleaning,1
4,0.5714285714285714,"['schedule appointment', 'arrive for appointment', 'check in', 'go to hygienist for cleaning']","['dentist checks status of teeth', 'arrive for appointment']",dentist checks status of teeth,0
5,0.7142857142857143,"['schedule appointment', 'arrive for appointment', 'check in', 'go to hygienist for cleaning', 'dentist checks status of teeth']","['pay/provide insurance', 'arrive for appointment']",pay/provide insurance,0
6,0.8571428571428571,"['schedule appointment', 'arrive for appointment', 'check in', 'go to hygienist for cleaning', 'dentist checks status of teeth', 'pay/provide insurance']","['arrive for appointment', 'leave']",leave,1
0,0.0,[],"['Make a dentist appointment.', 'Sign in at dentist office.']",Make a dentist appointment.,0
1,0.14285714285714285,['Make a dentist appointment.'],"['Get in car to go to dentist office.', 'Make a dentist appointment.']",Get in car to go to dentist office.,0
2,0.2857142857142857,"['Make a dentist appointment.', 'Get in car to go to dentist office.']","['Drive to dentist office.', 'Carefully drive home or get someone to drive you home.']",Drive to dentist office.,0
3,0.42857142857142855,"['Make a dentist appointment.', 'Get in car to go to dentist office.', 'Drive to dentist office.']","['Make a dentist appointment.', 'Sign in at dentist office.']",Sign in at dentist office.,1
4,0.5714285714285714,"['Make a dentist appointment.', 'Get in car to go to dentist office.', 'Drive to dentist office.', 'Sign in at dentist office.']","['Get in car to go to dentist office.', 'Wait for dentist to call your name.']",Wait for dentist to call your name.,1
5,0.7142857142857143,"['Make a dentist appointment.', 'Get in car to go to dentist office.', 'Drive to dentist office.', 'Sign in at dentist office.', 'Wait for dentist to call your name.']","['Be seen by the dentist.', 'Make a dentist appointment.']",Be seen by the dentist.,0
6,0.8571428571428571,"['Make a dentist appointment.', 'Get in car to go to dentist office.', 'Drive to dentist office.', 'Sign in at dentist office.', 'Wait for dentist to call your name.', 'Be seen by the dentist.']","['Drive to dentist office.', 'Carefully drive home or get someone to drive you home.']",Carefully drive home or get someone to drive you home.,1
0,0.0,[],"['Mark the next date to visit your dentist on the calender.', 'Going to the dentist is a must in every human being life span.']",Going to the dentist is a must in every human being life span.,1
1,0.1111111111111111,['Going to the dentist is a must in every human being life span.'],"['Go to the medical store buy it use regularly.', 'A survey says at least once in a month everyone must consult a dentist.']",A survey says at least once in a month everyone must consult a dentist.,1
2,0.2222222222222222,"['Going to the dentist is a must in every human being life span.', 'A survey says at least once in a month everyone must consult a dentist.']","['Also put a reminder note in your phone.', 'Also one must compulsorily consult after 45 years.']",Also one must compulsorily consult after 45 years.,1
3,0.3333333333333333,"['Going to the dentist is a must in every human being life span.', 'A survey says at least once in a month everyone must consult a dentist.', 'Also one must compulsorily consult after 45 years.']","['First fix a dentist of your convenience with an appointment to avoid delay / inconvenience', 'Going to the dentist is a must in every human being life span.']",First fix a dentist of your convenience with an appointment to avoid delay / inconvenience,0
4,0.4444444444444444,"['Going to the dentist is a must in every human being life span.', 'A survey says at least once in a month everyone must consult a dentist.', 'Also one must compulsorily consult after 45 years.', 'First fix a dentist of your convenience with an appointment to avoid delay / inconvenience']","['Also put a reminder note in your phone.', 'Tell your problem if any to dentist and take the prescription.']",Tell your problem if any to dentist and take the prescription.,1
5,0.5555555555555556,"['Going to the dentist is a must in every human being life span.', 'A survey says at least once in a month everyone must consult a dentist.', 'Also one must compulsorily consult after 45 years.', 'First fix a dentist of your convenience with an appointment to avoid delay / inconvenience', 'Tell your problem if any to dentist and take the prescription.']","['Also one must compulsorily consult after 45 years.', 'Go to the medical store buy it use regularly.']",Go to the medical store buy it use regularly.,1
6,0.6666666666666666,"['Going to the dentist is a must in every human being life span.', 'A survey says at least once in a month everyone must consult a dentist.', 'Also one must compulsorily consult after 45 years.', 'First fix a dentist of your convenience with an appointment to avoid delay / inconvenience', 'Tell your problem if any to dentist and take the prescription.', 'Go to the medical store buy it use regularly.']","['First fix a dentist of your convenience with an appointment to avoid delay / inconvenience', 'Mark the next date to visit your dentist on the calender.']",Mark the next date to visit your dentist on the calender.,1
7,0.7777777777777778,"['Going to the dentist is a must in every human being life span.', 'A survey says at least once in a month everyone must consult a dentist.', 'Also one must compulsorily consult after 45 years.', 'First fix a dentist of your convenience with an appointment to avoid delay / inconvenience', 'Tell your problem if any to dentist and take the prescription.', 'Go to the medical store buy it use regularly.', 'Mark the next date to visit your dentist on the calender.']","['Also put a reminder note in your phone.', 'Also one must compulsorily consult after 45 years.']",Also put a reminder note in your phone.,0
8,0.8888888888888888,"['Going to the dentist is a must in every human being life span.', 'A survey says at least once in a month everyone must consult a dentist.', 'Also one must compulsorily consult after 45 years.', 'First fix a dentist of your convenience with an appointment to avoid delay / inconvenience', 'Tell your problem if any to dentist and take the prescription.', 'Go to the medical store buy it use regularly.', 'Mark the next date to visit your dentist on the calender.', 'Also put a reminder note in your phone.']","['Tell your problem if any to dentist and take the prescription.', 'To avoid germs and bad breath brush twice daily.']",To avoid germs and bad breath brush twice daily.,1
0,0.0,[],"['Get in car', 'Get in car']",Get in car,0
1,0.14285714285714285,['Get in car'],"['Drive to dentist', 'Walk inside office']",Drive to dentist,0
2,0.2857142857142857,"['Get in car', 'Drive to dentist']","['When finished, go home', 'Park car']",Park car,1
3,0.42857142857142855,"['Get in car', 'Drive to dentist', 'Park car']","['Walk inside office', 'When finished, go home']",Walk inside office,0
4,0.5714285714285714,"['Get in car', 'Drive to dentist', 'Park car', 'Walk inside office']","['Sign in', 'When finished, go home']",Sign in,0
5,0.7142857142857143,"['Get in car', 'Drive to dentist', 'Park car', 'Walk inside office', 'Sign in']","['Drive to dentist', 'Wait until your turn']",Wait until your turn,1
6,0.8571428571428571,"['Get in car', 'Drive to dentist', 'Park car', 'Walk inside office', 'Sign in', 'Wait until your turn']","['When finished, go home', 'Drive to dentist']","When finished, go home",0
0,0.0,[],"['check in at reception', 'drive to dentist']",drive to dentist,1
1,0.1111111111111111,['drive to dentist'],"['talk to dentist', 'check in at reception']",check in at reception,1
2,0.2222222222222222,"['drive to dentist', 'check in at reception']","['wait in waiting room', 'open mouth for exam']",wait in waiting room,0
3,0.3333333333333333,"['drive to dentist', 'check in at reception', 'wait in waiting room']","['talk to dentist', 'when called, follow attendant back into office']","when called, follow attendant back into office",1
4,0.4444444444444444,"['drive to dentist', 'check in at reception', 'wait in waiting room', 'when called, follow attendant back into office']","['drive to dentist', 'sit down in dentist chair']",sit down in dentist chair,1
5,0.5555555555555556,"['drive to dentist', 'check in at reception', 'wait in waiting room', 'when called, follow attendant back into office', 'sit down in dentist chair']","['put on bib', 'talk to dentist']",put on bib,0
6,0.6666666666666666,"['drive to dentist', 'check in at reception', 'wait in waiting room', 'when called, follow attendant back into office', 'sit down in dentist chair', 'put on bib']","['drive to dentist', 'open mouth for exam']",open mouth for exam,1
7,0.7777777777777778,"['drive to dentist', 'check in at reception', 'wait in waiting room', 'when called, follow attendant back into office', 'sit down in dentist chair', 'put on bib', 'open mouth for exam']","['drive to dentist', 'talk to dentist']",talk to dentist,1
8,0.8888888888888888,"['drive to dentist', 'check in at reception', 'wait in waiting room', 'when called, follow attendant back into office', 'sit down in dentist chair', 'put on bib', 'open mouth for exam', 'talk to dentist']","['gargle with fluoride', 'sit down in dentist chair']",gargle with fluoride,0
0,0.0,[],"['Dial the dentist, fix an appointment', ""Enter dentist's room upon calling""]","Dial the dentist, fix an appointment",0
1,0.1111111111111111,"['Dial the dentist, fix an appointment']","['Come out of the clinic', 'Brush the tooth properly to avoid bad odour']",Brush the tooth properly to avoid bad odour,1
2,0.2222222222222222,"['Dial the dentist, fix an appointment', 'Brush the tooth properly to avoid bad odour']","[""Enter dentist's room upon calling"", 'Go to the clinic']",Go to the clinic,1
3,0.3333333333333333,"['Dial the dentist, fix an appointment', 'Brush the tooth properly to avoid bad odour', 'Go to the clinic']","['Wait in the lobby for my turn', 'Come out of the clinic']",Wait in the lobby for my turn,0
4,0.4444444444444444,"['Dial the dentist, fix an appointment', 'Brush the tooth properly to avoid bad odour', 'Go to the clinic', 'Wait in the lobby for my turn']","['He will examine and give the necessary treatment', ""Enter dentist's room upon calling""]",Enter dentist's room upon calling,1
5,0.5555555555555556,"['Dial the dentist, fix an appointment', 'Brush the tooth properly to avoid bad odour', 'Go to the clinic', 'Wait in the lobby for my turn', ""Enter dentist's room upon calling""]","['Take the patients seat explain the problem', 'Come out of the clinic']",Take the patients seat explain the problem,0
6,0.6666666666666666,"['Dial the dentist, fix an appointment', 'Brush the tooth properly to avoid bad odour', 'Go to the clinic', 'Wait in the lobby for my turn', ""Enter dentist's room upon calling"", 'Take the patients seat explain the problem']","['He will examine and give the necessary treatment', 'Go to the clinic']",He will examine and give the necessary treatment,0
7,0.7777777777777778,"['Dial the dentist, fix an appointment', 'Brush the tooth properly to avoid bad odour', 'Go to the clinic', 'Wait in the lobby for my turn', ""Enter dentist's room upon calling"", 'Take the patients seat explain the problem', 'He will examine and give the necessary treatment']","['Dial the dentist, fix an appointment', 'Pay the dentist fee at the reception and take the prescription']",Pay the dentist fee at the reception and take the prescription,1
8,0.8888888888888888,"['Dial the dentist, fix an appointment', 'Brush the tooth properly to avoid bad odour', 'Go to the clinic', 'Wait in the lobby for my turn', ""Enter dentist's room upon calling"", 'Take the patients seat explain the problem', 'He will examine and give the necessary treatment', 'Pay the dentist fee at the reception and take the prescription']","['Come out of the clinic', 'Dial the dentist, fix an appointment']",Come out of the clinic,0
0,0.0,[],"['Get in your car', 'Get in your car']",Get in your car,0
1,0.16666666666666666,['Get in your car'],"['wait for the dentist', 'drive to dentist']",drive to dentist,1
2,0.3333333333333333,"['Get in your car', 'drive to dentist']","['go inside', 'wait for the dentist']",go inside,0
3,0.5,"['Get in your car', 'drive to dentist', 'go inside']","['Get in your car', 'go to the lady at desk']",go to the lady at desk,1
4,0.6666666666666666,"['Get in your car', 'drive to dentist', 'go inside', 'go to the lady at desk']","[""tell her you're there for your appoint"", 'drive to dentist']",tell her you're there for your appoint,0
5,0.8333333333333334,"['Get in your car', 'drive to dentist', 'go inside', 'go to the lady at desk', ""tell her you're there for your appoint""]","['Get in your car', 'wait for the dentist']",wait for the dentist,1
0,0.0,[],"['Call dentist to make appointment', 'Go to dentist office for appointment']",Call dentist to make appointment,0
1,0.2,['Call dentist to make appointment'],"[""Wait in waiting room to be called back to the dentist's office"", 'Go to dentist office for appointment']",Go to dentist office for appointment,1
2,0.4,"['Call dentist to make appointment', 'Go to dentist office for appointment']","['See dentist when called back to the office', 'Check in at the front desk']",Check in at the front desk,1
3,0.6,"['Call dentist to make appointment', 'Go to dentist office for appointment', 'Check in at the front desk']","['Call dentist to make appointment', ""Wait in waiting room to be called back to the dentist's office""]",Wait in waiting room to be called back to the dentist's office,1
4,0.8,"['Call dentist to make appointment', 'Go to dentist office for appointment', 'Check in at the front desk', ""Wait in waiting room to be called back to the dentist's office""]","['Call dentist to make appointment', 'See dentist when called back to the office']",See dentist when called back to the office,1
0,0.0,[],"['Have a seat in the waiting room.', 'Brush teeth.']",Brush teeth.,1
1,0.1111111111111111,['Brush teeth.'],"['Drive to dentist.', 'Drive to dentist.']",Drive to dentist.,1
2,0.2222222222222222,"['Brush teeth.', 'Drive to dentist.']","['Check in with receptionist.', 'Open mouth for exam.']",Check in with receptionist.,0
3,0.3333333333333333,"['Brush teeth.', 'Drive to dentist.', 'Check in with receptionist.']","['Open mouth for exam.', 'Have a seat in the waiting room.']",Have a seat in the waiting room.,1
4,0.4444444444444444,"['Brush teeth.', 'Drive to dentist.', 'Check in with receptionist.', 'Have a seat in the waiting room.']","['When called, go back.', 'Drive to dentist.']","When called, go back.",0
5,0.5555555555555556,"['Brush teeth.', 'Drive to dentist.', 'Check in with receptionist.', 'Have a seat in the waiting room.', 'When called, go back.']","['Sit in dentist chair.', 'Brush teeth.']",Sit in dentist chair.,0
6,0.6666666666666666,"['Brush teeth.', 'Drive to dentist.', 'Check in with receptionist.', 'Have a seat in the waiting room.', 'When called, go back.', 'Sit in dentist chair.']","['Open mouth for exam.', 'Have a seat in the waiting room.']",Open mouth for exam.,0
7,0.7777777777777778,"['Brush teeth.', 'Drive to dentist.', 'Check in with receptionist.', 'Have a seat in the waiting room.', 'When called, go back.', 'Sit in dentist chair.', 'Open mouth for exam.']","['Express any concerns.', 'Brush teeth.']",Express any concerns.,0
8,0.8888888888888888,"['Brush teeth.', 'Drive to dentist.', 'Check in with receptionist.', 'Have a seat in the waiting room.', 'When called, go back.', 'Sit in dentist chair.', 'Open mouth for exam.', 'Express any concerns.']","['Agree to necessary work.', 'Have a seat in the waiting room.']",Agree to necessary work.,0
0,0.0,[],"['SEARCH FOR THE DENTIST', 'SEARCH FOR THE DENTIST']",SEARCH FOR THE DENTIST,0
1,0.14285714285714285,['SEARCH FOR THE DENTIST'],"['GET THEIR CONTACT NUMBER', 'GET APPOINTMENT']",GET THEIR CONTACT NUMBER,0
2,0.2857142857142857,"['SEARCH FOR THE DENTIST', 'GET THEIR CONTACT NUMBER']","['CALL THAT NUMBER', 'WAIT FOR YOUR CHANCE']",CALL THAT NUMBER,0
3,0.42857142857142855,"['SEARCH FOR THE DENTIST', 'GET THEIR CONTACT NUMBER', 'CALL THAT NUMBER']","['SEARCH FOR THE DENTIST', 'GET APPOINTMENT']",GET APPOINTMENT,1
4,0.5714285714285714,"['SEARCH FOR THE DENTIST', 'GET THEIR CONTACT NUMBER', 'CALL THAT NUMBER', 'GET APPOINTMENT']","['MEET THE DENTIST AT YOUR CHANCE', 'ENTER THE HOSPITAL 10 MINUTES BEFORE THE APPOINTMENT TIME']",ENTER THE HOSPITAL 10 MINUTES BEFORE THE APPOINTMENT TIME,1
5,0.7142857142857143,"['SEARCH FOR THE DENTIST', 'GET THEIR CONTACT NUMBER', 'CALL THAT NUMBER', 'GET APPOINTMENT', 'ENTER THE HOSPITAL 10 MINUTES BEFORE THE APPOINTMENT TIME']","['WAIT FOR YOUR CHANCE', 'GET THEIR CONTACT NUMBER']",WAIT FOR YOUR CHANCE,0
6,0.8571428571428571,"['SEARCH FOR THE DENTIST', 'GET THEIR CONTACT NUMBER', 'CALL THAT NUMBER', 'GET APPOINTMENT', 'ENTER THE HOSPITAL 10 MINUTES BEFORE THE APPOINTMENT TIME', 'WAIT FOR YOUR CHANCE']","['MEET THE DENTIST AT YOUR CHANCE', 'CALL THAT NUMBER']",MEET THE DENTIST AT YOUR CHANCE,0
0,0.0,[],"['On the day of the appointment brush and floss really well', 'Call the dentist and make an appointment']",Call the dentist and make an appointment,1
1,0.14285714285714285,['Call the dentist and make an appointment'],"['Sit in the waiting room and wait for your name to be called', 'On the day of the appointment brush and floss really well']",On the day of the appointment brush and floss really well,1
2,0.2857142857142857,"['Call the dentist and make an appointment', 'On the day of the appointment brush and floss really well']","['Get in your car or call a cab or friend to drive you to the dentist', 'Sit in the waiting room and wait for your name to be called']",Get in your car or call a cab or friend to drive you to the dentist,0
