task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Get a local bus map or bus schedule.', 'Board bus.']",Get a local bus map or bus schedule.,0
2,10.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.']","['Check the bus schedule to make sure that the bus route stops by destination.', ' To pay the fare, you can either buy a bus pass or pay each time you ride the bus.']",Check the bus schedule to make sure that the bus route stops by destination.,0
3,10.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.']","['Check the bus schedule to find the times that the bus stops by your location.', ' To pay the fare, you can either buy a bus pass or pay each time you ride the bus.']",Check the bus schedule to find the times that the bus stops by your location.,0
4,15.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.']","['Decide which bus', 'Leave bus']",Decide which bus,0
5,20.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus']","['Watch until you see your stop to get off', 'Get to bus stop early and wait for bus.']",Get to bus stop early and wait for bus.,1
6,25.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus', 'Get to bus stop early and wait for bus.']","['Find an empty seat', 'Wait for bus']",Wait for bus,1
7,35.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus', 'Get to bus stop early and wait for bus.', 'Wait for bus']","['Bus arrives at the source location', 'Get off the bus']",Bus arrives at the source location,0
8,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus', 'Get to bus stop early and wait for bus.', 'Wait for bus', 'Bus arrives at the source location']","['Stand up.', 'When the driver opens the door, board the bus.']","When the driver opens the door, board the bus.",1
9,55.00000000000001,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus', 'Get to bus stop early and wait for bus.', 'Wait for bus', 'Bus arrives at the source location', 'When the driver opens the door, board the bus.']","['starting walking to seat on bus', 'Figure out the place you want to reach']",starting walking to seat on bus,0
10,55.00000000000001,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus', 'Get to bus stop early and wait for bus.', 'Wait for bus', 'Bus arrives at the source location', 'When the driver opens the door, board the bus.', 'starting walking to seat on bus']","['sit in seat', 'go to bus stop']",sit in seat,0
11,75.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus', 'Get to bus stop early and wait for bus.', 'Wait for bus', 'Bus arrives at the source location', 'When the driver opens the door, board the bus.', 'starting walking to seat on bus', 'sit in seat']","['Get on bus', 'Stand up.']",Stand up.,1
12,75.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a local bus map or bus schedule.', 'Check the bus schedule to make sure that the bus route stops by destination.', 'Check the bus schedule to find the times that the bus stops by your location.', 'Decide which bus', 'Get to bus stop early and wait for bus.', 'Wait for bus', 'Bus arrives at the source location', 'When the driver opens the door, board the bus.', 'starting walking to seat on bus', 'sit in seat', 'Stand up.']","['Go to the bus stop', 'Walk to back door.']",Walk to back door.,1
0,0,[],"['pay bus fair', 'Find out how much the bus ride costs, either online or by calling bus company']","Find out how much the bus ride costs, either online or by calling bus company",1
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Take a seat', 'Have the knowledge about the bus schedule.']",Have the knowledge about the bus schedule.,1
2,20.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Have the knowledge about the bus schedule.']","['go to bus stop', 'Take a seat']",go to bus stop,0
3,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Have the knowledge about the bus schedule.', 'go to bus stop']","['Get on bus', 'exit bus when arrive']",Get on bus,0
4,55.00000000000001,"['Find out how much the bus ride costs, either online or by calling bus company', 'Have the knowledge about the bus schedule.', 'go to bus stop', 'Get on bus']","['Sit or stand to location', 'Wait at bus stop']",Sit or stand to location,0
0,0,[],"['Wait for destination', 'Find out how much the bus ride costs, either online or by calling bus company']","Find out how much the bus ride costs, either online or by calling bus company",1
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Find bus schedule information', 'bus has arrived on destination']",Find bus schedule information,0
2,25.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information']","['Get off bus', 'Wait for the bus']",Wait for the bus,1
3,30.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus']","['Wait for correct stop', 'When you see your bus approaching, signal to the driver to stop.']","When you see your bus approaching, signal to the driver to stop.",1
4,35.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus', 'When you see your bus approaching, signal to the driver to stop.']","['Get off bus', 'Bus arrives at the source location']",Bus arrives at the source location,1
5,40.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus', 'When you see your bus approaching, signal to the driver to stop.', 'Bus arrives at the source location']","['Have the knowledge about the bus schedule.', 'When bus comes wait for doors to open']",When bus comes wait for doors to open,1
6,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus', 'When you see your bus approaching, signal to the driver to stop.', 'Bus arrives at the source location', 'When bus comes wait for doors to open']","['Get off bus', 'Get on the bus']",Get on the bus,1
7,50.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus', 'When you see your bus approaching, signal to the driver to stop.', 'Bus arrives at the source location', 'When bus comes wait for doors to open', 'Get on the bus']","['Place change in receptor.', 'Bus stops at your destination.']",Place change in receptor.,0
8,70.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus', 'When you see your bus approaching, signal to the driver to stop.', 'Bus arrives at the source location', 'When bus comes wait for doors to open', 'Get on the bus', 'Place change in receptor.']","['Go to bus stop.', 'When the bus approaches your destination, press the button to signal a stop.']","When the bus approaches your destination, press the button to signal a stop.",1
9,75.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus', 'When you see your bus approaching, signal to the driver to stop.', 'Bus arrives at the source location', 'When bus comes wait for doors to open', 'Get on the bus', 'Place change in receptor.', 'When the bus approaches your destination, press the button to signal a stop.']","['Keep looking for your bus', 'stand up and depart the bus']",stand up and depart the bus,1
10,90.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find bus schedule information', 'Wait for the bus', 'When you see your bus approaching, signal to the driver to stop.', 'Bus arrives at the source location', 'When bus comes wait for doors to open', 'Get on the bus', 'Place change in receptor.', 'When the bus approaches your destination, press the button to signal a stop.', 'stand up and depart the bus']","['Wait for the bus', 'get off']",get off,1
0,0,[],"['About one block away from your stop, pull the \\', 'Find out how much the bus ride costs, either online or by calling bus company']","Find out how much the bus ride costs, either online or by calling bus company",1
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Check bus schedule', 'Get on bus']",Check bus schedule,0
2,15.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check bus schedule']","['Decide which bus', 'exit bus']",Decide which bus,0
3,25.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check bus schedule', 'Decide which bus']","['Depart when you arrive at your destination', 'Wait at bus stop for bus.']",Wait at bus stop for bus.,1
4,40.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check bus schedule', 'Decide which bus', 'Wait at bus stop for bus.']","['Get off bus', 'When bus comes wait for doors to open']",When bus comes wait for doors to open,1
5,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check bus schedule', 'Decide which bus', 'Wait at bus stop for bus.', 'When bus comes wait for doors to open']","['Depart when you arrive at your destination', 'When bus arrives, step on board.']","When bus arrives, step on board.",1
6,60.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check bus schedule', 'Decide which bus', 'Wait at bus stop for bus.', 'When bus comes wait for doors to open', 'When bus arrives, step on board.']","['Walk to bus stop', 'Wait for correct stop']",Wait for correct stop,1
7,90.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check bus schedule', 'Decide which bus', 'Wait at bus stop for bus.', 'When bus comes wait for doors to open', 'When bus arrives, step on board.', 'Wait for correct stop']","['Once you arrive at destination, get off the bus', 'Pay for fare']","Once you arrive at destination, get off the bus",0
0,0,[],"['Find out how much the bus ride costs, either online or by calling bus company', 'Get a ticket for the bus ride']","Find out how much the bus ride costs, either online or by calling bus company",0
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Check to bus schedule to see when the bus is running.', 'Exit the bus at your desired location.']",Check to bus schedule to see when the bus is running.,0
2,15.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.']","['Enter bus', 'Decide which bus']",Decide which bus,1
3,20.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus']","['Sit down', 'Go to bus stop 5 minutes before bus arrives']",Go to bus stop 5 minutes before bus arrives,1
4,20.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus', 'Go to bus stop 5 minutes before bus arrives']","['Sit down', 'Go to your bus stop of choice']",Go to your bus stop of choice,1
5,25.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus', 'Go to bus stop 5 minutes before bus arrives', 'Go to your bus stop of choice']","['Stand at the bus stop', 'go to door']",Stand at the bus stop,0
6,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus', 'Go to bus stop 5 minutes before bus arrives', 'Go to your bus stop of choice', 'Stand at the bus stop']","['Get on the bus', 'Bus stops at your destination.']",Get on the bus,0
7,55.00000000000001,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus', 'Go to bus stop 5 minutes before bus arrives', 'Go to your bus stop of choice', 'Stand at the bus stop', 'Get on the bus']","['Wait at bus stop', 'Take a seat']",Take a seat,1
8,75.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus', 'Go to bus stop 5 minutes before bus arrives', 'Go to your bus stop of choice', 'Stand at the bus stop', 'Get on the bus', 'Take a seat']","['Locate bus stop', 'go to bus door']",go to bus door,1
9,80.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus', 'Go to bus stop 5 minutes before bus arrives', 'Go to your bus stop of choice', 'Stand at the bus stop', 'Get on the bus', 'Take a seat', 'go to bus door']","['Reach the destination', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.']",Reach the destination,0
10,90.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Check to bus schedule to see when the bus is running.', 'Decide which bus', 'Go to bus stop 5 minutes before bus arrives', 'Go to your bus stop of choice', 'Stand at the bus stop', 'Get on the bus', 'Take a seat', 'go to bus door', 'Reach the destination']","['go to bus stop', 'Get off bus']",Get off bus,1
0,0,[],"['Find out how much the bus ride costs, either online or by calling bus company', 'Bus reaches at departure station']","Find out how much the bus ride costs, either online or by calling bus company",0
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['receive ticket', 'check the schedule']",check the schedule,1
2,25.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule']","['Pull cord at stop', 'Wait for bus']",Wait for bus,1
3,40.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule', 'Wait for bus']","['Driver opens door', 'Find out bus schedule']",Driver opens door,0
4,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule', 'Wait for bus', 'Driver opens door']","['Walk up the steps of the bus', 'Get off bus']",Walk up the steps of the bus,0
5,50.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule', 'Wait for bus', 'Driver opens door', 'Walk up the steps of the bus']","['Exit bus at destination', 'Get a ticket for the bus ride']",Get a ticket for the bus ride,1
6,70.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule', 'Wait for bus', 'Driver opens door', 'Walk up the steps of the bus', 'Get a ticket for the bus ride']","['Head to the bus stop', 'Pull the cord alerting the driver to stop']",Pull the cord alerting the driver to stop,1
7,75.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule', 'Wait for bus', 'Driver opens door', 'Walk up the steps of the bus', 'Get a ticket for the bus ride', 'Pull the cord alerting the driver to stop']","['Stand, exit bus.', 'Get on bus']","Stand, exit bus.",0
8,80.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule', 'Wait for bus', 'Driver opens door', 'Walk up the steps of the bus', 'Get a ticket for the bus ride', 'Pull the cord alerting the driver to stop', 'Stand, exit bus.']","['Get a local bus map or bus schedule.', 'Say thank you to the driver']",Say thank you to the driver,1
9,90.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'check the schedule', 'Wait for bus', 'Driver opens door', 'Walk up the steps of the bus', 'Get a ticket for the bus ride', 'Pull the cord alerting the driver to stop', 'Stand, exit bus.', 'Say thank you to the driver']","['Getting off the bus', 'Go to bus station']",Getting off the bus,0
0,0,[],"['Find a seat', 'Figure out the place you want to reach']",Figure out the place you want to reach,1
1,20.0,['Figure out the place you want to reach'],"['Sit down', 'go to the bus stop']",go to the bus stop,1
2,25.0,"['Figure out the place you want to reach', 'go to the bus stop']","['Wait for bus', 'When your stop comes get up and go the exit door of bus']",Wait for bus,0
3,35.0,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus']","['climb down stairs and exit bus', 'Bus reaches at departure station']",Bus reaches at departure station,1
4,45.0,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus', 'Bus reaches at departure station']","['exit bus when arrive', 'Get on bus']",Get on bus,1
5,55.00000000000001,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus', 'Bus reaches at departure station', 'Get on bus']","['Wait for bus', 'Walk down center of bus to find a seat']",Walk down center of bus to find a seat,1
6,55.00000000000001,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus', 'Bus reaches at departure station', 'Get on bus', 'Walk down center of bus to find a seat']","['Go to bus stop.', 'Sit in seat']",Sit in seat,1
7,75.0,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus', 'Bus reaches at departure station', 'Get on bus', 'Walk down center of bus to find a seat', 'Sit in seat']","['stand up', 'Go to a bus stop']",stand up,0
8,80.0,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus', 'Bus reaches at departure station', 'Get on bus', 'Walk down center of bus to find a seat', 'Sit in seat', 'stand up']","['Buy bus ticket', 'Your destination place came']",Your destination place came,1
9,85.0,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus', 'Bus reaches at departure station', 'Get on bus', 'Walk down center of bus to find a seat', 'Sit in seat', 'stand up', 'Your destination place came']","['bus has arrived on destination', 'wait for bus to arrive']",bus has arrived on destination,0
10,90.0,"['Figure out the place you want to reach', 'go to the bus stop', 'Wait for bus', 'Bus reaches at departure station', 'Get on bus', 'Walk down center of bus to find a seat', 'Sit in seat', 'stand up', 'Your destination place came', 'bus has arrived on destination']","['Wait for bus to arrive', 'Get off bus when doors open.']",Get off bus when doors open.,1
0,0,[],"['Go through doors and up the steps', 'Find out how much the bus ride costs, either online or by calling bus company']","Find out how much the bus ride costs, either online or by calling bus company",1
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Find out bus schedule', 'climb stairs into bus']",Find out bus schedule,0
2,15.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule']","['Find out what bus to take.', 'Bus stops at your destination.']",Find out what bus to take.,0
3,20.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.']","['Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Find a seat']",Reach the designated bus stop before the bus reaches there to avoid missing the bus.,0
4,25.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.']","['Wait for bus', 'Get off bus']",Wait for bus,0
5,30.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for bus']","['Ride to desired destination', 'Signal the driver to stop when you see your bus coming.']",Signal the driver to stop when you see your bus coming.,1
6,35.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for bus', 'Signal the driver to stop when you see your bus coming.']","['Bus reaches at departure station', 'Stand, exit bus.']",Bus reaches at departure station,0
7,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for bus', 'Signal the driver to stop when you see your bus coming.', 'Bus reaches at departure station']","['Find out how much the bus ride costs, either online or by calling bus company', 'Board bus when it arrives.']",Board bus when it arrives.,1
8,55.00000000000001,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for bus', 'Signal the driver to stop when you see your bus coming.', 'Bus reaches at departure station', 'Board bus when it arrives.']","['Walk to the bus stop.', 'Find empty seat to sit in.']",Find empty seat to sit in.,1
9,75.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for bus', 'Signal the driver to stop when you see your bus coming.', 'Bus reaches at departure station', 'Board bus when it arrives.', 'Find empty seat to sit in.']","['Get on the bus', 'go to door']",go to door,1
10,90.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Find out what bus to take.', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for bus', 'Signal the driver to stop when you see your bus coming.', 'Bus reaches at departure station', 'Board bus when it arrives.', 'Find empty seat to sit in.', 'go to door']","['Get off bus', 'Board bus when it arrives.']",Get off bus,0
0,0,[],"['choose the route you want to take', 'Watch for your stop']",choose the route you want to take,0
1,20.0,['choose the route you want to take'],"['take available seat', 'Go to a bus stop']",Go to a bus stop,1
2,45.0,"['choose the route you want to take', 'Go to a bus stop']","['Find bus schedule information', 'Board bus when it arrives.']",Board bus when it arrives.,1
3,60.0,"['choose the route you want to take', 'Go to a bus stop', 'Board bus when it arrives.']","['ride', 'choose the route you want to take']",ride,0
0,0,[],"['Pay fare', 'Figure out the place you want to reach']",Figure out the place you want to reach,1
1,20.0,['Figure out the place you want to reach'],"['Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'stand up']",Reach the designated bus stop before the bus reaches there to avoid missing the bus.,0
2,25.0,"['Figure out the place you want to reach', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.']","['Sit down', 'Wait for the bus']",Wait for the bus,1
3,35.0,"['Figure out the place you want to reach', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for the bus']","['Bus arrives at the source location', 'Wait for your stop']",Bus arrives at the source location,0
4,45.0,"['Figure out the place you want to reach', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for the bus', 'Bus arrives at the source location']","['Bus stops at your destination.', 'when it arrives get on']",when it arrives get on,1
5,60.0,"['Figure out the place you want to reach', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for the bus', 'Bus arrives at the source location', 'when it arrives get on']","['Ride bus to destination', 'Wait at bus stop for bus.']",Ride bus to destination,0
6,85.0,"['Figure out the place you want to reach', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for the bus', 'Bus arrives at the source location', 'when it arrives get on', 'Ride bus to destination']","[' To pay the fare, you can either buy a bus pass or pay each time you ride the bus.', 'Bus stops at your destination']",Bus stops at your destination,1
7,90.0,"['Figure out the place you want to reach', 'Reach the designated bus stop before the bus reaches there to avoid missing the bus.', 'Wait for the bus', 'Bus arrives at the source location', 'when it arrives get on', 'Ride bus to destination', 'Bus stops at your destination']","['Wait for the Bus', 'Get off bus']",Get off bus,1
0,0,[],"['Find out how much the bus ride costs, either online or by calling bus company', 'climb stairs into bus']","Find out how much the bus ride costs, either online or by calling bus company",0
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Pay the fare.', 'Find out bus schedule']",Find out bus schedule,1
2,20.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule']","['Go to bus station', 'Find a seat']",Go to bus station,0
3,45.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Go to bus station']","['Get into the bus', 'Exit bus at destination']",Get into the bus,0
4,50.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Go to bus station', 'Get into the bus']","['Insert money for ticket.', 'Get a local bus map or bus schedule.']",Insert money for ticket.,0
5,60.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Go to bus station', 'Get into the bus', 'Insert money for ticket.']","['Sit in a seat until you see your destination', 'Wait for bus to arrive.']",Sit in a seat until you see your destination,0
6,70.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Go to bus station', 'Get into the bus', 'Insert money for ticket.', 'Sit in a seat until you see your destination']","['Figure out the place you want to reach', 'Pull the cord alerting the driver to stop']",Pull the cord alerting the driver to stop,1
7,90.0,"['Find out how much the bus ride costs, either online or by calling bus company', 'Find out bus schedule', 'Go to bus station', 'Get into the bus', 'Insert money for ticket.', 'Sit in a seat until you see your destination', 'Pull the cord alerting the driver to stop']","['exit bus when arrive', 'choose the route you want to take']",exit bus when arrive,0
0,0,[],"['Sit down', 'Figure out the place you want to reach']",Figure out the place you want to reach,1
1,20.0,['Figure out the place you want to reach'],"['find the bus stop', 'About one block away from your stop, pull the \\']",find the bus stop,0
2,45.0,"['Figure out the place you want to reach', 'find the bus stop']","['get in bus', 'Get off bus']",get in bus,0
3,50.0,"['Figure out the place you want to reach', 'find the bus stop', 'get in bus']","['Find out how much the bus ride costs, either online or by calling bus company', 'Pay the bus driver']",Pay the bus driver,1
4,55.00000000000001,"['Figure out the place you want to reach', 'find the bus stop', 'get in bus', 'Pay the bus driver']","['Find a seat', 'Get a bus schedule']",Find a seat,0
5,85.0,"['Figure out the place you want to reach', 'find the bus stop', 'get in bus', 'Pay the bus driver', 'Find a seat']","['When you see your bus approaching, signal to the driver to stop.', 'bus has arrived on destination']",bus has arrived on destination,1
6,90.0,"['Figure out the place you want to reach', 'find the bus stop', 'get in bus', 'Pay the bus driver', 'Find a seat', 'bus has arrived on destination']","['Exit bus at your destination.', 'Wait for bus']",Exit bus at your destination.,0
0,0,[],"['Find out how much the bus ride costs, either online or by calling bus company', 'Find a seat if available or stand if necessary.']","Find out how much the bus ride costs, either online or by calling bus company",0
1,10.0,"['Find out how much the bus ride costs, either online or by calling bus company']","['Check bus schedule', 'Wait to get to destination']",Check bus schedule,0
